customer_id,grupo_experimento,tipo_oferta,descuento_ofrecido_pct,fecha_campana,periodo_observacion_dias,hizo_churn_post_campana,compras_post_campana,gasto_post_campana_dop
XFC-05529,Control,Ninguna,0,2025-09-01,60,False,2,2365.86
XFC-02234,Tratamiento,Envío gratis,5,2025-09-01,60,False,2,3891.18
XFC-04505,Control,Ninguna,0,2025-09-01,60,False,5,2185.74
XFC-06247,Control,Ninguna,0,2025-09-01,60,False,6,1638.84
XFC-06097,Control,Ninguna,0,2025-09-01,60,False,5,4157.15
XFC-07771,Control,Ninguna,0,2025-09-01,60,False,3,2175.64
XFC-05278,Tratamiento,Descuento 15%,15,2025-09-01,60,False,4,2056.35
XFC-03616,Tratamiento,Descuento 15%,15,2025-09-01,60,False,3,3280.01
XFC-04790,Control,Ninguna,0,2025-09-01,60,True,1,347.22
XFC-07497,Control,Ninguna,0,2025-09-01,60,True,0,0.0
XFC-02698,Control,Ninguna,0,2025-09-01,60,False,4,2178.08
XFC-01702,Tratamiento,Envío gratis,5,2025-09-01,60,False,2,2788.73
XFC-00997,Control,Ninguna,0,2025-09-01,60,True,3,0.0
XFC-04039,Control,Ninguna,0,2025-09-01,60,False,0,3389.53
XFC-04658,Control,Ninguna,0,2025-09-01,60,False,5,2113.5
XFC-07907,Tratamiento,Descuento 10%,10,2025-09-01,60,False,2,4316.54
XFC-04718,Control,Ninguna,0,2025-09-01,60,False,2,3679.6
XFC-04716,Control,Ninguna,0,2025-09-01,60,False,4,2754.24
XFC-03483,Tratamiento,Descuento 10%,10,2025-09-01,60,False,2,2387.91
XFC-06370,Control,Ninguna,0,2025-09-01,60,False,1,3235.56
XFC-05894,Control,Ninguna,0,2025-09-01,60,False,3,3109.55
XFC-05147,Control,Ninguna,0,2025-09-01,60,True,0,0.0
XFC-01085,Control,Ninguna,0,2025-09-01,60,False,2,1948.96
XFC-02267,Tratamiento,Llamada personalizada,0,2025-09-01,60,False,2,1975.72
XFC-01923,Tratamiento,Llamada personalizada,0,2025-09-01,60,False,4,2347.31
XFC-07224,Control,Ninguna,0,2025-09-01,60,True,1,0.0
XFC-01047,Control,Ninguna,0,2025-09-01,60,True,1,981.74
XFC-01347,Control,Ninguna,0,2025-09-01,60,False,4,2934.45
XFC-05923,Control,Ninguna,0,2025-09-01,60,False,2,2468.8
XFC-01177,Tratamiento,Puntos dobles,8,2025-09-01,60,False,2,3470.84
XFC-06283,Tratamiento,Descuento 10%,10,2025-09-01,60,False,2,2365.38
XFC-07037,Control,Ninguna,0,2025-09-01,60,False,1,2689.6
XFC-06084,Tratamiento,Descuento 15%,15,2025-09-01,60,False,4,3019.5
XFC-05915,Tratamiento,Llamada personalizada,0,2025-09-01,60,False,3,2871.09
XFC-04839,Control,Ninguna,0,2025-09-01,60,False,1,2388.42
XFC-01422,Tratamiento,Descuento 15%,15,2025-09-01,60,False,4,2050.06
XFC-06076,Control,Ninguna,0,2025-09-01,60,False,5,1931.64
XFC-04150,Control,Ninguna,0,2025-09-01,60,False,1,3240.07
XFC-05776,Tratamiento,Envío gratis,5,2025-09-01,60,False,0,2582.18
XFC-00909,Control,Ninguna,0,2025-09-01,60,False,7,1754.41
XFC-02914,Control,Ninguna,0,2025-09-01,60,False,1,2135.79
XFC-06852,Tratamiento,Envío gratis,5,2025-09-01,60,False,2,3823.47
XFC-01973,Control,Ninguna,0,2025-09-01,60,False,2,2270.35
XFC-06528,Tratamiento,Descuento 10%,10,2025-09-01,60,False,4,3353.0
XFC-07919,Control,Ninguna,0,2025-09-01,60,False,1,1654.83
XFC-03734,Tratamiento,Descuento 10%,10,2025-09-01,60,False,2,1969.74
XFC-00394,Control,Ninguna,0,2025-09-01,60,False,0,3185.72
XFC-00684,Control,Ninguna,0,2025-09-01,60,False,3,3189.46
XFC-00231,Control,Ninguna,0,2025-09-01,60,False,4,1098.32
XFC-07948,Control,Ninguna,0,2025-09-01,60,False,3,2535.11
XFC-01431,Tratamiento,Descuento 10%,10,2025-09-01,60,False,7,1591.18
XFC-00677,Control,Ninguna,0,2025-09-01,60,False,4,2455.79
XFC-06464,Tratamiento,Envío gratis,5,2025-09-01,60,False,1,1026.69
XFC-02139,Control,Ninguna,0,2025-09-01,60,True,0,960.04
XFC-06927,Control,Ninguna,0,2025-09-01,60,False,3,1999.48
XFC-00034,Control,Ninguna,0,2025-09-01,60,False,2,1252.12
XFC-02808,Control,Ninguna,0,2025-09-01,60,True,0,676.81
XFC-00958,Tratamiento,Envío gratis,5,2025-09-01,60,False,4,3244.62
XFC-07872,Control,Ninguna,0,2025-09-01,60,True,1,0.0
XFC-06343,Tratamiento,Llamada personalizada,0,2025-09-01,60,False,1,2787.11
XFC-01633,Control,Ninguna,0,2025-09-01,60,True,0,912.57
XFC-07418,Control,Ninguna,0,2025-09-01,60,False,4,1453.6
XFC-04263,Tratamiento,Llamada personalizada,0,2025-09-01,60,False,3,3478.76
XFC-02224,Control,Ninguna,0,2025-09-01,60,False,4,1884.76
XFC-03379,Tratamiento,Descuento 10%,10,2025-09-01,60,False,3,2250.08
XFC-07160,Tratamiento,Descuento 10%,10,2025-09-01,60,False,1,1373.39
XFC-00062,Tratamiento,Descuento 15%,15,2025-09-01,60,False,3,2968.04
XFC-04571,Tratamiento,Puntos dobles,8,2025-09-01,60,True,1,0.0
XFC-01808,Control,Ninguna,0,2025-09-01,60,False,2,3737.04
XFC-01278,Tratamiento,Puntos dobles,8,2025-09-01,60,False,1,1522.29
XFC-07535,Control,Ninguna,0,2025-09-01,60,False,4,1465.78
XFC-03516,Tratamiento,Descuento 15%,15,2025-09-01,60,True,1,0.0
XFC-00333,Tratamiento,Llamada personalizada,0,2025-09-01,60,False,6,2825.65
XFC-06073,Control,Ninguna,0,2025-09-01,60,False,1,3109.91
XFC-02376,Control,Ninguna,0,2025-09-01,60,True,0,134.36
XFC-07172,Tratamiento,Envío gratis,5,2025-09-01,60,False,5,3886.57
XFC-01262,Tratamiento,Puntos dobles,8,2025-09-01,60,False,1,3326.12
XFC-05608,Tratamiento,Descuento 10%,10,2025-09-01,60,True,0,0.0
XFC-05304,Control,Ninguna,0,2025-09-01,60,False,1,3104.96
XFC-05628,Tratamiento,Envío gratis,5,2025-09-01,60,False,3,2706.47
XFC-00737,Control,Ninguna,0,2025-09-01,60,False,2,3038.14
XFC-06416,Control,Ninguna,0,2025-09-01,60,False,4,479.37
XFC-06089,Control,Ninguna,0,2025-09-01,60,False,6,2714.34
XFC-02898,Tratamiento,Llamada personalizada,0,2025-09-01,60,False,1,2305.54
XFC-03245,Control,Ninguna,0,2025-09-01,60,False,1,3803.8
XFC-05365,Tratamiento,Envío gratis,5,2025-09-01,60,False,4,3211.75
XFC-03289,Control,Ninguna,0,2025-09-01,60,False,3,3053.25
XFC-06460,Control,Ninguna,0,2025-09-01,60,False,6,3609.01
XFC-07285,Control,Ninguna,0,2025-09-01,60,False,1,3238.27
XFC-06450,Control,Ninguna,0,2025-09-01,60,False,2,2744.03
XFC-03300,Control,Ninguna,0,2025-09-01,60,False,5,1438.76
XFC-02474,Control,Ninguna,0,2025-09-01,60,False,1,1895.06
XFC-02307,Tratamiento,Llamada personalizada,0,2025-09-01,60,False,1,2721.22
XFC-01375,Tratamiento,Envío gratis,5,2025-09-01,60,False,2,3199.92
XFC-06172,Tratamiento,Envío gratis,5,2025-09-01,60,False,1,2412.73
XFC-07742,Control,Ninguna,0,2025-09-01,60,False,1,3209.74
XFC-07894,Tratamiento,Descuento 15%,15,2025-09-01,60,False,3,1587.88
XFC-02599,Tratamiento,Llamada personalizada,0,2025-09-01,60,False,4,3380.95
XFC-03430,Tratamiento,Llamada personalizada,0,2025-09-01,60,False,1,3027.24
XFC-02604,Control,Ninguna,0,2025-09-01,60,False,2,3333.9
XFC-03878,Tratamiento,Descuento 10%,10,2025-09-01,60,False,0,3131.44
XFC-07864,Control,Ninguna,0,2025-09-01,60,True,0,0.0
XFC-06576,Tratamiento,Puntos dobles,8,2025-09-01,60,False,3,2533.68
XFC-07118,Control,Ninguna,0,2025-09-01,60,False,1,1564.44
XFC-01079,Tratamiento,Llamada personalizada,0,2025-09-01,60,False,4,2325.45
XFC-03521,Tratamiento,Descuento 10%,10,2025-09-01,60,False,6,1670.68
XFC-01164,Control,Ninguna,0,2025-09-01,60,False,5,1734.66
XFC-06578,Tratamiento,Descuento 10%,10,2025-09-01,60,False,2,3059.65
XFC-03833,Control,Ninguna,0,2025-09-01,60,False,4,1620.39
XFC-05442,Tratamiento,Envío gratis,5,2025-09-01,60,True,1,0.0
XFC-00080,Control,Ninguna,0,2025-09-01,60,False,2,4288.18
XFC-02586,Tratamiento,Llamada personalizada,0,2025-09-01,60,False,1,3888.29
XFC-06907,Control,Ninguna,0,2025-09-01,60,False,4,2380.89
XFC-06817,Tratamiento,Descuento 15%,15,2025-09-01,60,False,3,999.05
XFC-04510,Tratamiento,Llamada personalizada,0,2025-09-01,60,False,2,3532.84
XFC-07166,Control,Ninguna,0,2025-09-01,60,False,3,2401.98
XFC-05926,Tratamiento,Puntos dobles,8,2025-09-01,60,False,3,2814.75
XFC-04596,Control,Ninguna,0,2025-09-01,60,True,0,1593.72
XFC-01791,Tratamiento,Puntos dobles,8,2025-09-01,60,False,4,2103.13
XFC-01787,Control,Ninguna,0,2025-09-01,60,False,3,1800.09
XFC-01570,Tratamiento,Envío gratis,5,2025-09-01,60,False,5,3606.75
XFC-01738,Tratamiento,Descuento 10%,10,2025-09-01,60,False,3,1434.08
XFC-02252,Control,Ninguna,0,2025-09-01,60,True,0,0.0
XFC-04889,Control,Ninguna,0,2025-09-01,60,False,1,2759.76
XFC-01026,Control,Ninguna,0,2025-09-01,60,False,5,2928.16
XFC-01955,Tratamiento,Envío gratis,5,2025-09-01,60,False,5,945.64
XFC-03613,Tratamiento,Envío gratis,5,2025-09-01,60,False,2,3053.99
XFC-01563,Control,Ninguna,0,2025-09-01,60,False,4,2310.84
XFC-05778,Tratamiento,Descuento 10%,10,2025-09-01,60,False,3,2284.75
XFC-06290,Tratamiento,Llamada personalizada,0,2025-09-01,60,False,1,3603.54
XFC-07467,Control,Ninguna,0,2025-09-01,60,False,1,3424.93
XFC-01331,Tratamiento,Descuento 10%,10,2025-09-01,60,False,2,2093.47
XFC-06763,Tratamiento,Descuento 10%,10,2025-09-01,60,False,6,4494.71
XFC-07879,Tratamiento,Descuento 10%,10,2025-09-01,60,False,2,1425.52
XFC-05723,Tratamiento,Llamada personalizada,0,2025-09-01,60,False,2,2055.75
XFC-02021,Tratamiento,Envío gratis,5,2025-09-01,60,False,3,2573.92
XFC-00150,Control,Ninguna,0,2025-09-01,60,False,3,2339.92
XFC-05328,Control,Ninguna,0,2025-09-01,60,False,4,2811.4
XFC-05156,Control,Ninguna,0,2025-09-01,60,False,0,3282.43
XFC-07786,Control,Ninguna,0,2025-09-01,60,True,0,0.0
XFC-01733,Control,Ninguna,0,2025-09-01,60,True,1,1421.84
XFC-00971,Tratamiento,Descuento 10%,10,2025-09-01,60,False,4,2625.09
XFC-02339,Control,Ninguna,0,2025-09-01,60,False,4,1637.89
XFC-01264,Tratamiento,Descuento 15%,15,2025-09-01,60,False,3,2478.7
XFC-00170,Control,Ninguna,0,2025-09-01,60,False,0,4282.11
XFC-04551,Tratamiento,Descuento 10%,10,2025-09-01,60,False,1,4240.39
XFC-01516,Control,Ninguna,0,2025-09-01,60,False,0,3255.28
XFC-02860,Control,Ninguna,0,2025-09-01,60,False,2,1224.75
XFC-01480,Tratamiento,Descuento 15%,15,2025-09-01,60,False,3,2726.1
XFC-01616,Control,Ninguna,0,2025-09-01,60,False,1,967.92
XFC-02575,Tratamiento,Puntos dobles,8,2025-09-01,60,False,4,4057.6
XFC-05803,Control,Ninguna,0,2025-09-01,60,True,1,0.0
XFC-04906,Control,Ninguna,0,2025-09-01,60,False,1,3015.15
XFC-02580,Tratamiento,Descuento 10%,10,2025-09-01,60,False,1,2528.02
XFC-04249,Tratamiento,Puntos dobles,8,2025-09-01,60,False,3,2324.33
XFC-03439,Tratamiento,Descuento 15%,15,2025-09-01,60,False,3,2357.51
XFC-00234,Tratamiento,Descuento 10%,10,2025-09-01,60,False,3,2345.3
XFC-00354,Tratamiento,Envío gratis,5,2025-09-01,60,False,3,1662.21
XFC-02230,Control,Ninguna,0,2025-09-01,60,True,1,1924.53
XFC-04634,Tratamiento,Envío gratis,5,2025-09-01,60,False,3,1844.34
XFC-04514,Tratamiento,Llamada personalizada,0,2025-09-01,60,False,2,1716.69
XFC-02878,Control,Ninguna,0,2025-09-01,60,False,1,2427.22
XFC-05811,Control,Ninguna,0,2025-09-01,60,False,2,1212.0
XFC-02848,Control,Ninguna,0,2025-09-01,60,False,1,3028.47
XFC-03275,Control,Ninguna,0,2025-09-01,60,True,0,960.41
XFC-03827,Control,Ninguna,0,2025-09-01,60,False,5,3109.51
XFC-04921,Tratamiento,Descuento 10%,10,2025-09-01,60,False,4,3421.25
XFC-01222,Control,Ninguna,0,2025-09-01,60,True,0,831.19
XFC-04690,Tratamiento,Descuento 10%,10,2025-09-01,60,False,7,2786.16
XFC-00510,Control,Ninguna,0,2025-09-01,60,False,2,3046.12
XFC-00998,Control,Ninguna,0,2025-09-01,60,False,2,3091.27
XFC-05565,Tratamiento,Descuento 10%,10,2025-09-01,60,False,8,1776.71
XFC-04512,Tratamiento,Puntos dobles,8,2025-09-01,60,False,3,873.25
XFC-07101,Tratamiento,Puntos dobles,8,2025-09-01,60,False,4,1092.07
XFC-06926,Tratamiento,Descuento 10%,10,2025-09-01,60,False,1,3794.25
XFC-04687,Tratamiento,Descuento 10%,10,2025-09-01,60,True,0,551.38
XFC-06791,Control,Ninguna,0,2025-09-01,60,False,4,3210.09
XFC-07252,Control,Ninguna,0,2025-09-01,60,False,5,1182.92
XFC-05307,Control,Ninguna,0,2025-09-01,60,False,0,3105.04
XFC-00539,Control,Ninguna,0,2025-09-01,60,False,1,2785.45
XFC-07875,Control,Ninguna,0,2025-09-01,60,False,2,3731.93
XFC-03871,Tratamiento,Llamada personalizada,0,2025-09-01,60,False,0,2490.16
XFC-05455,Control,Ninguna,0,2025-09-01,60,False,2,920.8
XFC-03947,Control,Ninguna,0,2025-09-01,60,False,5,1786.14
XFC-07374,Control,Ninguna,0,2025-09-01,60,False,0,2939.14
XFC-01840,Control,Ninguna,0,2025-09-01,60,True,1,0.0
XFC-01704,Tratamiento,Descuento 10%,10,2025-09-01,60,False,3,1108.1
XFC-06873,Tratamiento,Puntos dobles,8,2025-09-01,60,False,1,4018.01
XFC-04739,Tratamiento,Puntos dobles,8,2025-09-01,60,False,1,3282.7
XFC-06675,Control,Ninguna,0,2025-09-01,60,False,5,3386.51
XFC-07951,Tratamiento,Descuento 15%,15,2025-09-01,60,False,5,2152.03
XFC-02654,Control,Ninguna,0,2025-09-01,60,False,4,3125.76
XFC-04951,Control,Ninguna,0,2025-09-01,60,True,1,0.0
XFC-03423,Control,Ninguna,0,2025-09-01,60,False,1,2735.27
XFC-02971,Tratamiento,Envío gratis,5,2025-09-01,60,False,1,3881.78
XFC-04185,Tratamiento,Descuento 10%,10,2025-09-01,60,False,3,2343.38
XFC-06305,Tratamiento,Envío gratis,5,2025-09-01,60,False,2,4306.55
XFC-02023,Tratamiento,Envío gratis,5,2025-09-01,60,False,0,2936.85
XFC-07609,Tratamiento,Descuento 10%,10,2025-09-01,60,False,3,2508.12
XFC-05770,Control,Ninguna,0,2025-09-01,60,True,1,963.23
XFC-01006,Control,Ninguna,0,2025-09-01,60,False,3,2622.27
XFC-06077,Tratamiento,Envío gratis,5,2025-09-01,60,False,2,2628.27
XFC-01321,Tratamiento,Descuento 10%,10,2025-09-01,60,False,4,1964.12
XFC-05762,Control,Ninguna,0,2025-09-01,60,False,5,2504.69
XFC-05892,Control,Ninguna,0,2025-09-01,60,False,1,2607.39
XFC-02756,Control,Ninguna,0,2025-09-01,60,False,4,1441.25
XFC-07459,Tratamiento,Envío gratis,5,2025-09-01,60,False,8,1802.69
XFC-00409,Tratamiento,Puntos dobles,8,2025-09-01,60,False,5,2678.99
XFC-01198,Tratamiento,Puntos dobles,8,2025-09-01,60,False,3,2808.58
XFC-07871,Control,Ninguna,0,2025-09-01,60,False,3,2388.35
XFC-07711,Tratamiento,Llamada personalizada,0,2025-09-01,60,False,2,583.33
XFC-07881,Control,Ninguna,0,2025-09-01,60,False,4,1731.15
XFC-01324,Tratamiento,Descuento 15%,15,2025-09-01,60,True,0,904.43
XFC-01057,Tratamiento,Puntos dobles,8,2025-09-01,60,True,0,750.13
XFC-04670,Tratamiento,Puntos dobles,8,2025-09-01,60,False,3,4170.79
XFC-03800,Control,Ninguna,0,2025-09-01,60,False,5,3302.53
XFC-03013,Tratamiento,Descuento 10%,10,2025-09-01,60,False,1,2533.82
XFC-01671,Tratamiento,Llamada personalizada,0,2025-09-01,60,False,4,2920.74
XFC-00941,Control,Ninguna,0,2025-09-01,60,False,6,1765.19
XFC-03306,Control,Ninguna,0,2025-09-01,60,False,3,2982.85
XFC-07174,Tratamiento,Descuento 10%,10,2025-09-01,60,False,6,2088.37
XFC-05492,Tratamiento,Llamada personalizada,0,2025-09-01,60,False,1,1330.99
XFC-02777,Tratamiento,Envío gratis,5,2025-09-01,60,False,2,3016.08
XFC-00577,Control,Ninguna,0,2025-09-01,60,False,2,3843.12
XFC-03419,Tratamiento,Envío gratis,5,2025-09-01,60,False,2,3866.51
XFC-01742,Tratamiento,Envío gratis,5,2025-09-01,60,False,6,3454.03
XFC-01670,Control,Ninguna,0,2025-09-01,60,True,0,0.0
XFC-05357,Tratamiento,Descuento 10%,10,2025-09-01,60,False,5,1977.73
XFC-02923,Control,Ninguna,0,2025-09-01,60,False,3,2820.32
XFC-05047,Tratamiento,Descuento 10%,10,2025-09-01,60,False,2,3013.48
XFC-00178,Control,Ninguna,0,2025-09-01,60,False,0,3811.96
XFC-07221,Tratamiento,Puntos dobles,8,2025-09-01,60,False,3,3599.91
XFC-01818,Control,Ninguna,0,2025-09-01,60,False,4,3636.88
XFC-06621,Control,Ninguna,0,2025-09-01,60,False,3,2259.16
XFC-01729,Control,Ninguna,0,2025-09-01,60,True,0,0.0
XFC-05924,Control,Ninguna,0,2025-09-01,60,False,4,3108.49
XFC-05547,Tratamiento,Llamada personalizada,0,2025-09-01,60,False,5,3560.86
XFC-03935,Control,Ninguna,0,2025-09-01,60,False,2,2871.48
XFC-00329,Tratamiento,Descuento 10%,10,2025-09-01,60,False,3,3023.09
XFC-02555,Tratamiento,Puntos dobles,8,2025-09-01,60,False,4,3064.4
XFC-02125,Control,Ninguna,0,2025-09-01,60,False,1,3572.14
XFC-05783,Control,Ninguna,0,2025-09-01,60,False,6,1070.29
XFC-06386,Tratamiento,Descuento 15%,15,2025-09-01,60,False,2,1817.8
XFC-07342,Control,Ninguna,0,2025-09-01,60,False,5,2160.79
XFC-02893,Control,Ninguna,0,2025-09-01,60,False,3,1955.32
XFC-06063,Tratamiento,Puntos dobles,8,2025-09-01,60,False,4,2307.2
XFC-04418,Control,Ninguna,0,2025-09-01,60,True,0,1066.37
XFC-03258,Tratamiento,Descuento 10%,10,2025-09-01,60,False,2,2086.56
XFC-05665,Control,Ninguna,0,2025-09-01,60,False,5,2151.54
XFC-04002,Control,Ninguna,0,2025-09-01,60,False,4,2563.02
XFC-07163,Tratamiento,Descuento 15%,15,2025-09-01,60,False,4,2615.47
XFC-01298,Control,Ninguna,0,2025-09-01,60,False,3,4048.75
XFC-04533,Tratamiento,Descuento 10%,10,2025-09-01,60,False,2,913.68
XFC-04519,Tratamiento,Envío gratis,5,2025-09-01,60,False,2,3366.75
XFC-05191,Tratamiento,Llamada personalizada,0,2025-09-01,60,False,3,2195.54
XFC-06660,Tratamiento,Descuento 15%,15,2025-09-01,60,False,1,2219.12
XFC-07790,Control,Ninguna,0,2025-09-01,60,False,5,4622.89
XFC-07642,Tratamiento,Descuento 10%,10,2025-09-01,60,False,4,3432.6
XFC-00182,Control,Ninguna,0,2025-09-01,60,False,4,4090.14
XFC-04297,Control,Ninguna,0,2025-09-01,60,False,4,1173.78
XFC-04536,Tratamiento,Descuento 10%,10,2025-09-01,60,False,0,1609.79
XFC-07443,Tratamiento,Puntos dobles,8,2025-09-01,60,False,4,2442.02
XFC-01296,Tratamiento,Descuento 10%,10,2025-09-01,60,False,4,2277.53
XFC-04961,Tratamiento,Envío gratis,5,2025-09-01,60,False,0,2535.45
XFC-05827,Control,Ninguna,0,2025-09-01,60,True,0,0.0
XFC-00743,Control,Ninguna,0,2025-09-01,60,False,1,1619.58
XFC-02209,Tratamiento,Llamada personalizada,0,2025-09-01,60,False,2,1370.8
XFC-06790,Control,Ninguna,0,2025-09-01,60,False,3,1814.29
XFC-01184,Tratamiento,Descuento 15%,15,2025-09-01,60,False,5,1930.49
XFC-07988,Tratamiento,Llamada personalizada,0,2025-09-01,60,False,0,3659.66
XFC-03397,Control,Ninguna,0,2025-09-01,60,False,5,2407.63
XFC-03124,Tratamiento,Descuento 10%,10,2025-09-01,60,True,0,0.0
XFC-00042,Tratamiento,Llamada personalizada,0,2025-09-01,60,False,4,2505.59
XFC-06426,Control,Ninguna,0,2025-09-01,60,False,5,1997.23
XFC-04367,Tratamiento,Envío gratis,5,2025-09-01,60,True,0,1561.58
XFC-03911,Control,Ninguna,0,2025-09-01,60,False,1,2991.3
XFC-06858,Control,Ninguna,0,2025-09-01,60,True,0,188.15
XFC-00218,Control,Ninguna,0,2025-09-01,60,False,1,1925.49
XFC-00186,Control,Ninguna,0,2025-09-01,60,False,3,1988.33
XFC-03140,Control,Ninguna,0,2025-09-01,60,False,1,1960.63
XFC-05465,Tratamiento,Descuento 10%,10,2025-09-01,60,False,7,2509.93
XFC-03568,Control,Ninguna,0,2025-09-01,60,False,3,1556.04
XFC-06986,Control,Ninguna,0,2025-09-01,60,False,3,3651.72
XFC-04439,Control,Ninguna,0,2025-09-01,60,False,6,3064.5
XFC-00713,Tratamiento,Descuento 15%,15,2025-09-01,60,False,2,1748.61
XFC-01415,Control,Ninguna,0,2025-09-01,60,False,6,3665.73
XFC-02803,Tratamiento,Puntos dobles,8,2025-09-01,60,True,0,1026.99
XFC-00088,Control,Ninguna,0,2025-09-01,60,False,3,2682.02
XFC-05881,Tratamiento,Descuento 10%,10,2025-09-01,60,False,3,3633.68
XFC-06563,Control,Ninguna,0,2025-09-01,60,True,1,672.1
XFC-07018,Control,Ninguna,0,2025-09-01,60,False,4,1258.54
XFC-06607,Control,Ninguna,0,2025-09-01,60,False,2,2622.41
XFC-01028,Tratamiento,Llamada personalizada,0,2025-09-01,60,False,4,892.96
XFC-02551,Control,Ninguna,0,2025-09-01,60,False,1,2457.44
XFC-02113,Tratamiento,Descuento 10%,10,2025-09-01,60,False,1,1343.3
XFC-00258,Tratamiento,Llamada personalizada,0,2025-09-01,60,False,1,995.92
XFC-07793,Control,Ninguna,0,2025-09-01,60,False,4,1541.75
XFC-03247,Control,Ninguna,0,2025-09-01,60,False,5,2898.37
XFC-07687,Control,Ninguna,0,2025-09-01,60,False,3,2295.28
XFC-04672,Tratamiento,Llamada personalizada,0,2025-09-01,60,False,0,1111.53
XFC-03783,Control,Ninguna,0,2025-09-01,60,False,2,2623.6
XFC-00707,Control,Ninguna,0,2025-09-01,60,False,2,2384.77
XFC-02454,Control,Ninguna,0,2025-09-01,60,False,4,3206.14
XFC-01657,Control,Ninguna,0,2025-09-01,60,False,3,2248.85
XFC-04846,Tratamiento,Envío gratis,5,2025-09-01,60,True,1,0.0
XFC-05868,Tratamiento,Envío gratis,5,2025-09-01,60,False,3,2889.66
XFC-03476,Tratamiento,Envío gratis,5,2025-09-01,60,False,1,3209.03
XFC-00544,Control,Ninguna,0,2025-09-01,60,True,1,689.86
XFC-02352,Tratamiento,Puntos dobles,8,2025-09-01,60,False,1,2957.67
XFC-02796,Tratamiento,Puntos dobles,8,2025-09-01,60,False,3,2769.63
XFC-04696,Tratamiento,Descuento 15%,15,2025-09-01,60,False,4,2744.88
XFC-05445,Tratamiento,Envío gratis,5,2025-09-01,60,False,2,3440.48
XFC-07040,Control,Ninguna,0,2025-09-01,60,False,2,2214.38
XFC-02288,Tratamiento,Descuento 15%,15,2025-09-01,60,True,1,158.02
XFC-01054,Tratamiento,Descuento 15%,15,2025-09-01,60,False,3,1532.3
XFC-05563,Tratamiento,Envío gratis,5,2025-09-01,60,False,4,3940.33
XFC-06054,Control,Ninguna,0,2025-09-01,60,False,2,4289.32
XFC-00382,Tratamiento,Descuento 10%,10,2025-09-01,60,False,3,1678.8
XFC-00057,Control,Ninguna,0,2025-09-01,60,False,6,1308.73
XFC-00070,Control,Ninguna,0,2025-09-01,60,False,3,2431.47
XFC-03208,Control,Ninguna,0,2025-09-01,60,False,1,2047.43
XFC-02752,Tratamiento,Descuento 10%,10,2025-09-01,60,False,6,1254.34
XFC-01430,Tratamiento,Descuento 10%,10,2025-09-01,60,False,1,2700.57
XFC-01546,Tratamiento,Envío gratis,5,2025-09-01,60,False,2,1919.19
XFC-01128,Control,Ninguna,0,2025-09-01,60,False,5,3325.1
XFC-03321,Tratamiento,Envío gratis,5,2025-09-01,60,False,2,2303.71
XFC-06612,Tratamiento,Descuento 15%,15,2025-09-01,60,False,2,3045.23
XFC-02488,Control,Ninguna,0,2025-09-01,60,False,2,1428.43
XFC-07783,Control,Ninguna,0,2025-09-01,60,False,5,3397.99
XFC-03008,Tratamiento,Llamada personalizada,0,2025-09-01,60,False,5,3767.95
XFC-00446,Control,Ninguna,0,2025-09-01,60,False,2,2626.24
XFC-07565,Control,Ninguna,0,2025-09-01,60,False,5,2555.33
XFC-06512,Tratamiento,Descuento 10%,10,2025-09-01,60,False,1,2390.83
XFC-04882,Control,Ninguna,0,2025-09-01,60,True,0,1202.83
XFC-00801,Control,Ninguna,0,2025-09-01,60,True,0,107.25
XFC-03559,Control,Ninguna,0,2025-09-01,60,False,3,2910.43
XFC-03207,Tratamiento,Llamada personalizada,0,2025-09-01,60,False,0,1865.82
XFC-06665,Tratamiento,Descuento 15%,15,2025-09-01,60,False,3,1428.69
XFC-07588,Tratamiento,Descuento 15%,15,2025-09-01,60,True,0,1268.92
XFC-02346,Control,Ninguna,0,2025-09-01,60,False,3,2645.61
XFC-07399,Control,Ninguna,0,2025-09-01,60,True,1,0.0
XFC-06475,Tratamiento,Descuento 10%,10,2025-09-01,60,False,1,2021.63
XFC-00020,Control,Ninguna,0,2025-09-01,60,False,5,3209.71
XFC-07384,Control,Ninguna,0,2025-09-01,60,False,1,3212.21
XFC-05334,Control,Ninguna,0,2025-09-01,60,False,4,2442.12
XFC-06533,Tratamiento,Llamada personalizada,0,2025-09-01,60,False,4,2341.76
XFC-01512,Tratamiento,Llamada personalizada,0,2025-09-01,60,False,2,3686.16
XFC-00829,Control,Ninguna,0,2025-09-01,60,False,4,1814.09
XFC-07432,Tratamiento,Llamada personalizada,0,2025-09-01,60,False,5,1367.13
XFC-07154,Tratamiento,Llamada personalizada,0,2025-09-01,60,False,5,2563.9
XFC-04673,Control,Ninguna,0,2025-09-01,60,False,1,1676.04
XFC-06537,Tratamiento,Descuento 10%,10,2025-09-01,60,False,2,3005.33
XFC-00477,Tratamiento,Puntos dobles,8,2025-09-01,60,False,4,1251.9
XFC-05669,Tratamiento,Descuento 15%,15,2025-09-01,60,False,3,1607.18
XFC-06574,Control,Ninguna,0,2025-09-01,60,True,1,1360.73
XFC-02677,Tratamiento,Puntos dobles,8,2025-09-01,60,False,4,1384.28
XFC-00469,Control,Ninguna,0,2025-09-01,60,False,3,2320.29
XFC-07417,Control,Ninguna,0,2025-09-01,60,False,2,3944.44
XFC-00309,Tratamiento,Descuento 10%,10,2025-09-01,60,False,1,2815.83
