customer_id,uplift_score,tipo_respuesta,fecha_calculo
XFC-02044,0.0322,Sure Thing,2026-04-15
XFC-02045,-0.0458,Sleeping Dog,2026-04-15
XFC-02046,0.1097,Persuadible,2026-04-15
XFC-02047,0.02,Lost Cause,2026-04-15
XFC-02048,0.0193,Lost Cause,2026-04-15
XFC-02049,-0.0062,Lost Cause,2026-04-15
XFC-02050,0.0324,Sure Thing,2026-04-15
XFC-02051,0.086,Persuadible,2026-04-15
XFC-02052,-0.0494,Sleeping Dog,2026-04-15
XFC-02053,-0.0326,Sleeping Dog,2026-04-15
XFC-02054,-0.0043,Lost Cause,2026-04-15
XFC-02055,-0.0877,Sleeping Dog,2026-04-15
XFC-02056,-0.0455,Sleeping Dog,2026-04-15
XFC-02057,-0.0181,Lost Cause,2026-04-15
XFC-02058,0.09,Persuadible,2026-04-15
XFC-02059,0.041,Sure Thing,2026-04-15
XFC-02060,0.0355,Sure Thing,2026-04-15
XFC-02061,0.0881,Persuadible,2026-04-15
XFC-02062,0.009,Lost Cause,2026-04-15
XFC-02063,0.0512,Persuadible,2026-04-15
XFC-02064,0.0117,Lost Cause,2026-04-15
XFC-02065,0.0412,Sure Thing,2026-04-15
XFC-02066,-0.0266,Lost Cause,2026-04-15
XFC-02067,-0.1751,Sleeping Dog,2026-04-15
XFC-02068,0.0093,Lost Cause,2026-04-15
XFC-02069,0.1338,Persuadible,2026-04-15
XFC-02070,0.0941,Persuadible,2026-04-15
XFC-02071,0.0972,Persuadible,2026-04-15
XFC-02072,0.1189,Persuadible,2026-04-15
XFC-02073,0.0271,Sure Thing,2026-04-15
XFC-02074,0.0358,Sure Thing,2026-04-15
XFC-02075,-0.0294,Lost Cause,2026-04-15
XFC-02076,-0.0053,Lost Cause,2026-04-15
XFC-02077,0.0693,Persuadible,2026-04-15
XFC-02078,0.1163,Persuadible,2026-04-15
XFC-02079,0.0088,Lost Cause,2026-04-15
XFC-02080,-0.016,Lost Cause,2026-04-15
XFC-02081,0.02,Lost Cause,2026-04-15
XFC-02082,0.0681,Persuadible,2026-04-15
XFC-02083,-0.0955,Sleeping Dog,2026-04-15
XFC-02084,-0.1637,Sleeping Dog,2026-04-15
XFC-02085,-0.024,Lost Cause,2026-04-15
XFC-02086,-0.0777,Sleeping Dog,2026-04-15
XFC-02087,-0.0207,Lost Cause,2026-04-15
XFC-02088,0.0082,Lost Cause,2026-04-15
XFC-02089,-0.0163,Lost Cause,2026-04-15
XFC-02090,0.1362,Persuadible,2026-04-15
XFC-02091,0.0461,Sure Thing,2026-04-15
XFC-02092,0.044,Sure Thing,2026-04-15
XFC-02093,0.0698,Persuadible,2026-04-15
XFC-02094,-0.0711,Sleeping Dog,2026-04-15
XFC-02095,0.1031,Persuadible,2026-04-15
XFC-02096,0.0139,Lost Cause,2026-04-15
XFC-02097,0.0736,Persuadible,2026-04-15
XFC-02098,-0.0657,Sleeping Dog,2026-04-15
XFC-02099,-0.1043,Sleeping Dog,2026-04-15
XFC-02100,0.0854,Persuadible,2026-04-15
XFC-02101,0.0501,Persuadible,2026-04-15
XFC-02102,-0.0522,Sleeping Dog,2026-04-15
XFC-02103,-0.0496,Sleeping Dog,2026-04-15
XFC-02104,0.11,Persuadible,2026-04-15
XFC-02105,-0.0752,Sleeping Dog,2026-04-15
XFC-02106,0.1514,Persuadible,2026-04-15
XFC-02107,-0.052,Sleeping Dog,2026-04-15
XFC-02108,0.0711,Persuadible,2026-04-15
XFC-02109,-0.0063,Lost Cause,2026-04-15
XFC-02110,0.0683,Persuadible,2026-04-15
XFC-02111,-0.0235,Lost Cause,2026-04-15
XFC-02112,0.007,Lost Cause,2026-04-15
XFC-02113,0.0233,Sure Thing,2026-04-15
XFC-02114,-0.0602,Sleeping Dog,2026-04-15
XFC-02115,0.0793,Persuadible,2026-04-15
XFC-02116,-0.0211,Lost Cause,2026-04-15
XFC-02117,0.0017,Lost Cause,2026-04-15
XFC-02118,-0.0595,Sleeping Dog,2026-04-15
XFC-02119,-0.185,Sleeping Dog,2026-04-15
XFC-02120,0.0047,Lost Cause,2026-04-15
XFC-02121,0.213,Persuadible,2026-04-15
XFC-02122,0.0828,Persuadible,2026-04-15
XFC-02123,0.0185,Lost Cause,2026-04-15
XFC-02124,-0.001,Lost Cause,2026-04-15
XFC-02125,0.0218,Sure Thing,2026-04-15
XFC-02126,0.0638,Persuadible,2026-04-15
XFC-02127,-0.0745,Sleeping Dog,2026-04-15
XFC-02128,0.1091,Persuadible,2026-04-15
XFC-02129,0.0772,Persuadible,2026-04-15
XFC-02130,0.0775,Persuadible,2026-04-15
XFC-02131,0.0551,Persuadible,2026-04-15
XFC-02132,0.0216,Sure Thing,2026-04-15
XFC-02133,0.0738,Persuadible,2026-04-15
XFC-02134,0.0673,Persuadible,2026-04-15
XFC-02135,-0.0083,Lost Cause,2026-04-15
XFC-02136,-0.0259,Lost Cause,2026-04-15
XFC-02137,0.0281,Sure Thing,2026-04-15
XFC-02138,0.1439,Persuadible,2026-04-15
XFC-02139,-0.0791,Sleeping Dog,2026-04-15
XFC-02140,-0.0974,Sleeping Dog,2026-04-15
XFC-02141,0.0332,Sure Thing,2026-04-15
XFC-02142,0.0241,Sure Thing,2026-04-15
XFC-02143,0.0339,Sure Thing,2026-04-15
XFC-02144,0.0395,Sure Thing,2026-04-15
XFC-02145,0.0021,Lost Cause,2026-04-15
XFC-02146,0.1392,Persuadible,2026-04-15
XFC-02147,-0.1081,Sleeping Dog,2026-04-15
XFC-02148,-0.0463,Sleeping Dog,2026-04-15
XFC-02149,0.0117,Lost Cause,2026-04-15
XFC-02150,-0.1115,Sleeping Dog,2026-04-15
XFC-02151,0.0059,Lost Cause,2026-04-15
XFC-02152,0.1529,Persuadible,2026-04-15
XFC-02153,0.0217,Sure Thing,2026-04-15
XFC-02154,0.0385,Sure Thing,2026-04-15
XFC-02155,-0.0808,Sleeping Dog,2026-04-15
XFC-02156,-0.0293,Lost Cause,2026-04-15
XFC-02157,-0.01,Lost Cause,2026-04-15
XFC-02158,-0.0054,Lost Cause,2026-04-15
XFC-02159,0.1225,Persuadible,2026-04-15
XFC-02160,0.0646,Persuadible,2026-04-15
XFC-02161,-0.0689,Sleeping Dog,2026-04-15
XFC-02162,0.0397,Sure Thing,2026-04-15
XFC-02163,0.0599,Persuadible,2026-04-15
XFC-02164,0.1112,Persuadible,2026-04-15
XFC-02165,0.1464,Persuadible,2026-04-15
XFC-02166,-0.0612,Sleeping Dog,2026-04-15
XFC-02167,-0.0449,Sleeping Dog,2026-04-15
XFC-02168,-0.0806,Sleeping Dog,2026-04-15
XFC-02169,0.0013,Lost Cause,2026-04-15
XFC-02170,0.0573,Persuadible,2026-04-15
XFC-02171,0.099,Persuadible,2026-04-15
XFC-02172,0.0139,Lost Cause,2026-04-15
XFC-02173,-0.0056,Lost Cause,2026-04-15
XFC-02174,0.0321,Sure Thing,2026-04-15
XFC-02175,-0.0468,Sleeping Dog,2026-04-15
XFC-02176,0.1872,Persuadible,2026-04-15
XFC-02177,-0.1086,Sleeping Dog,2026-04-15
XFC-02178,0.0348,Sure Thing,2026-04-15
XFC-02179,0.1819,Persuadible,2026-04-15
XFC-02180,0.0205,Sure Thing,2026-04-15
XFC-02181,0.0048,Lost Cause,2026-04-15
XFC-02182,-0.0086,Lost Cause,2026-04-15
XFC-02183,0.0056,Lost Cause,2026-04-15
XFC-02184,0.1298,Persuadible,2026-04-15
XFC-02185,-0.1569,Sleeping Dog,2026-04-15
XFC-02186,0.1427,Persuadible,2026-04-15
XFC-02187,-0.0939,Sleeping Dog,2026-04-15
XFC-02188,-0.0013,Lost Cause,2026-04-15
XFC-02189,-0.0143,Lost Cause,2026-04-15
XFC-02190,0.0671,Persuadible,2026-04-15
XFC-02191,-0.1078,Sleeping Dog,2026-04-15
XFC-02192,0.057,Persuadible,2026-04-15
XFC-02193,0.1819,Persuadible,2026-04-15
XFC-02194,-0.0891,Sleeping Dog,2026-04-15
XFC-02195,0.0352,Sure Thing,2026-04-15
XFC-02196,-0.033,Sleeping Dog,2026-04-15
XFC-02197,0.0541,Persuadible,2026-04-15
XFC-02198,0.0215,Sure Thing,2026-04-15
XFC-02199,-0.0313,Sleeping Dog,2026-04-15
XFC-02200,0.059,Persuadible,2026-04-15
XFC-02201,0.1643,Persuadible,2026-04-15
XFC-02202,0.0047,Lost Cause,2026-04-15
XFC-02203,0.0776,Persuadible,2026-04-15
XFC-02204,-0.0835,Sleeping Dog,2026-04-15
XFC-02205,-0.0565,Sleeping Dog,2026-04-15
XFC-02206,0.0578,Persuadible,2026-04-15
XFC-02207,0.1387,Persuadible,2026-04-15
XFC-02208,0.0484,Sure Thing,2026-04-15
XFC-02209,-0.005,Lost Cause,2026-04-15
XFC-02210,0.0199,Lost Cause,2026-04-15
XFC-02211,-0.08,Sleeping Dog,2026-04-15
XFC-02212,0.0684,Persuadible,2026-04-15
XFC-02213,0.0906,Persuadible,2026-04-15
XFC-02214,-0.0162,Lost Cause,2026-04-15
XFC-02215,-0.0176,Lost Cause,2026-04-15
XFC-02216,0.0413,Sure Thing,2026-04-15
XFC-02217,-0.0149,Lost Cause,2026-04-15
XFC-02218,0.0147,Lost Cause,2026-04-15
XFC-02219,0.188,Persuadible,2026-04-15
XFC-02220,0.0002,Lost Cause,2026-04-15
XFC-02221,-0.0087,Lost Cause,2026-04-15
XFC-02222,-0.0318,Sleeping Dog,2026-04-15
XFC-02223,0.0795,Persuadible,2026-04-15
XFC-02224,0.0055,Lost Cause,2026-04-15
XFC-02225,-0.0319,Sleeping Dog,2026-04-15
XFC-02226,0.1257,Persuadible,2026-04-15
XFC-02227,0.1336,Persuadible,2026-04-15
XFC-02228,-0.028,Lost Cause,2026-04-15
XFC-02229,-0.1293,Sleeping Dog,2026-04-15
XFC-02230,0.1006,Persuadible,2026-04-15
XFC-02231,-0.0348,Sleeping Dog,2026-04-15
XFC-02232,0.0833,Persuadible,2026-04-15
XFC-02233,-0.1376,Sleeping Dog,2026-04-15
XFC-02234,0.0914,Persuadible,2026-04-15
XFC-02235,-0.0769,Sleeping Dog,2026-04-15
XFC-02236,0.0785,Persuadible,2026-04-15
XFC-02237,0.0211,Sure Thing,2026-04-15
XFC-02238,-0.0563,Sleeping Dog,2026-04-15
XFC-02239,-0.0126,Lost Cause,2026-04-15
XFC-02240,0.0749,Persuadible,2026-04-15
XFC-02241,0.0285,Sure Thing,2026-04-15
XFC-02242,0.0668,Persuadible,2026-04-15
XFC-02243,0.1781,Persuadible,2026-04-15
XFC-02244,-0.1051,Sleeping Dog,2026-04-15
XFC-02245,0.1494,Persuadible,2026-04-15
XFC-02246,0.0283,Sure Thing,2026-04-15
XFC-02247,-0.0519,Sleeping Dog,2026-04-15
XFC-02248,-0.0864,Sleeping Dog,2026-04-15
XFC-02249,0.0049,Lost Cause,2026-04-15
XFC-02250,0.0937,Persuadible,2026-04-15
XFC-02251,0.0098,Lost Cause,2026-04-15
XFC-02252,0.1409,Persuadible,2026-04-15
XFC-02253,-0.0961,Sleeping Dog,2026-04-15
XFC-02254,0.019,Lost Cause,2026-04-15
XFC-02255,-0.0802,Sleeping Dog,2026-04-15
XFC-02256,0.0491,Sure Thing,2026-04-15
XFC-02257,0.091,Persuadible,2026-04-15
XFC-02258,-0.0137,Lost Cause,2026-04-15
XFC-02259,-0.1883,Sleeping Dog,2026-04-15
XFC-02260,0.0359,Sure Thing,2026-04-15
XFC-02261,0.0549,Persuadible,2026-04-15
XFC-02262,0.0523,Persuadible,2026-04-15
XFC-02263,0.1189,Persuadible,2026-04-15
XFC-02264,-0.0657,Sleeping Dog,2026-04-15
XFC-02265,0.0744,Persuadible,2026-04-15
XFC-02266,0.1154,Persuadible,2026-04-15
XFC-02267,-0.1223,Sleeping Dog,2026-04-15
XFC-02268,0.0456,Sure Thing,2026-04-15
XFC-02269,-0.0203,Lost Cause,2026-04-15
XFC-02270,0.0135,Lost Cause,2026-04-15
XFC-02271,0.0478,Sure Thing,2026-04-15
XFC-02272,-0.019,Lost Cause,2026-04-15
XFC-02273,-0.0341,Sleeping Dog,2026-04-15
XFC-02274,0.0227,Sure Thing,2026-04-15
XFC-02275,-0.067,Sleeping Dog,2026-04-15
XFC-02276,-0.0669,Sleeping Dog,2026-04-15
XFC-02277,0.0743,Persuadible,2026-04-15
XFC-02278,-0.0719,Sleeping Dog,2026-04-15
XFC-02279,0.0733,Persuadible,2026-04-15
XFC-02280,0.057,Persuadible,2026-04-15
XFC-02281,-0.1181,Sleeping Dog,2026-04-15
XFC-02282,-0.0342,Sleeping Dog,2026-04-15
XFC-02283,0.1155,Persuadible,2026-04-15
XFC-02284,-0.0585,Sleeping Dog,2026-04-15
XFC-02285,-0.0172,Lost Cause,2026-04-15
XFC-02286,0.057,Persuadible,2026-04-15
XFC-02287,0.0827,Persuadible,2026-04-15
XFC-02288,-0.0001,Lost Cause,2026-04-15
XFC-02289,-0.0278,Lost Cause,2026-04-15
XFC-02290,0.1338,Persuadible,2026-04-15
XFC-02291,0.1591,Persuadible,2026-04-15
XFC-02292,0.0983,Persuadible,2026-04-15
XFC-02293,0.0268,Sure Thing,2026-04-15
XFC-02294,-0.0447,Sleeping Dog,2026-04-15
XFC-02295,-0.0464,Sleeping Dog,2026-04-15
XFC-02296,0.0618,Persuadible,2026-04-15
XFC-02297,0.0535,Persuadible,2026-04-15
XFC-02298,0.1321,Persuadible,2026-04-15
XFC-02299,0.072,Persuadible,2026-04-15
XFC-02300,-0.1002,Sleeping Dog,2026-04-15
XFC-02301,0.1042,Persuadible,2026-04-15
XFC-02302,-0.0598,Sleeping Dog,2026-04-15
XFC-02303,-0.0107,Lost Cause,2026-04-15
XFC-02304,0.04,Sure Thing,2026-04-15
XFC-02305,0.1797,Persuadible,2026-04-15
XFC-02306,0.2688,Persuadible,2026-04-15
XFC-02307,0.0685,Persuadible,2026-04-15
XFC-02308,0.0053,Lost Cause,2026-04-15
XFC-02309,0.0628,Persuadible,2026-04-15
XFC-02310,0.091,Persuadible,2026-04-15
XFC-02311,-0.0057,Lost Cause,2026-04-15
XFC-02312,0.1636,Persuadible,2026-04-15
XFC-02313,0.0384,Sure Thing,2026-04-15
XFC-02314,0.0598,Persuadible,2026-04-15
XFC-02315,0.0733,Persuadible,2026-04-15
XFC-02316,0.0537,Persuadible,2026-04-15
XFC-02317,0.0871,Persuadible,2026-04-15
XFC-02318,-0.0294,Lost Cause,2026-04-15
XFC-02319,-0.0247,Lost Cause,2026-04-15
XFC-02320,-0.068,Sleeping Dog,2026-04-15
XFC-02321,0.0552,Persuadible,2026-04-15
XFC-02322,0.0823,Persuadible,2026-04-15
XFC-02323,0.0566,Persuadible,2026-04-15
XFC-02324,0.154,Persuadible,2026-04-15
XFC-02325,0.0196,Lost Cause,2026-04-15
XFC-02326,0.0735,Persuadible,2026-04-15
XFC-02327,-0.0673,Sleeping Dog,2026-04-15
XFC-02328,-0.011,Lost Cause,2026-04-15
XFC-02329,0.0756,Persuadible,2026-04-15
XFC-02330,0.0879,Persuadible,2026-04-15
XFC-02331,-0.0035,Lost Cause,2026-04-15
XFC-02332,0.0143,Lost Cause,2026-04-15
XFC-02333,-0.1014,Sleeping Dog,2026-04-15
XFC-02334,-0.0086,Lost Cause,2026-04-15
XFC-02335,0.0912,Persuadible,2026-04-15
XFC-02336,0.066,Persuadible,2026-04-15
XFC-02337,0.0601,Persuadible,2026-04-15
XFC-02338,0.024,Sure Thing,2026-04-15
XFC-02339,0.0206,Sure Thing,2026-04-15
XFC-02340,-0.0328,Sleeping Dog,2026-04-15
XFC-02341,0.0759,Persuadible,2026-04-15
XFC-02342,0.0537,Persuadible,2026-04-15
XFC-02343,0.0594,Persuadible,2026-04-15
XFC-02344,-0.0221,Lost Cause,2026-04-15
XFC-02345,-0.1523,Sleeping Dog,2026-04-15
XFC-02346,0.1078,Persuadible,2026-04-15
XFC-02347,-0.0183,Lost Cause,2026-04-15
XFC-02348,-0.049,Sleeping Dog,2026-04-15
XFC-02349,0.0755,Persuadible,2026-04-15
XFC-02350,-0.0114,Lost Cause,2026-04-15
XFC-02351,0.1048,Persuadible,2026-04-15
XFC-02352,0.0694,Persuadible,2026-04-15
XFC-02353,0.0747,Persuadible,2026-04-15
XFC-02354,-0.0893,Sleeping Dog,2026-04-15
XFC-02355,0.117,Persuadible,2026-04-15
XFC-02356,0.0409,Sure Thing,2026-04-15
XFC-02357,-0.0095,Lost Cause,2026-04-15
XFC-02358,0.0315,Sure Thing,2026-04-15
XFC-02359,-0.1221,Sleeping Dog,2026-04-15
XFC-02360,0.0527,Persuadible,2026-04-15
XFC-02361,-0.0623,Sleeping Dog,2026-04-15
XFC-02362,-0.0882,Sleeping Dog,2026-04-15
XFC-02363,-0.1018,Sleeping Dog,2026-04-15
XFC-02364,0.109,Persuadible,2026-04-15
XFC-02365,-0.0303,Sleeping Dog,2026-04-15
XFC-02366,0.1427,Persuadible,2026-04-15
XFC-02367,-0.0229,Lost Cause,2026-04-15
XFC-02368,-0.1166,Sleeping Dog,2026-04-15
XFC-02369,-0.0693,Sleeping Dog,2026-04-15
XFC-02370,0.1189,Persuadible,2026-04-15
XFC-02371,0.0075,Lost Cause,2026-04-15
XFC-02372,-0.0239,Lost Cause,2026-04-15
XFC-02373,0.0328,Sure Thing,2026-04-15
XFC-02374,0.0601,Persuadible,2026-04-15
XFC-02375,0.1094,Persuadible,2026-04-15
XFC-02376,0.1359,Persuadible,2026-04-15
XFC-02377,-0.0088,Lost Cause,2026-04-15
XFC-02378,-0.0861,Sleeping Dog,2026-04-15
XFC-02379,-0.0131,Lost Cause,2026-04-15
XFC-02380,0.0408,Sure Thing,2026-04-15
XFC-02381,-0.0571,Sleeping Dog,2026-04-15
XFC-02382,-0.0566,Sleeping Dog,2026-04-15
XFC-02383,0.0475,Sure Thing,2026-04-15
XFC-02384,0.0161,Lost Cause,2026-04-15
XFC-02385,0.0226,Sure Thing,2026-04-15
XFC-02386,-0.0407,Sleeping Dog,2026-04-15
XFC-02387,0.0016,Lost Cause,2026-04-15
XFC-02388,-0.0539,Sleeping Dog,2026-04-15
XFC-02389,0.0912,Persuadible,2026-04-15
XFC-02390,0.1028,Persuadible,2026-04-15
XFC-02391,-0.1277,Sleeping Dog,2026-04-15
XFC-02392,-0.0544,Sleeping Dog,2026-04-15
XFC-02393,-0.0997,Sleeping Dog,2026-04-15
XFC-02394,-0.032,Sleeping Dog,2026-04-15
XFC-02395,0.0133,Lost Cause,2026-04-15
XFC-02396,-0.096,Sleeping Dog,2026-04-15
XFC-02397,-0.0537,Sleeping Dog,2026-04-15
XFC-02398,-0.0603,Sleeping Dog,2026-04-15
XFC-02399,0.0366,Sure Thing,2026-04-15
XFC-02400,0.0255,Sure Thing,2026-04-15
XFC-02401,-0.0377,Sleeping Dog,2026-04-15
XFC-02402,0.0341,Sure Thing,2026-04-15
XFC-02403,-0.0237,Lost Cause,2026-04-15
XFC-02404,-0.0017,Lost Cause,2026-04-15
XFC-02405,0.1539,Persuadible,2026-04-15
XFC-02406,0.1272,Persuadible,2026-04-15
XFC-02407,-0.084,Sleeping Dog,2026-04-15
XFC-02408,0.0864,Persuadible,2026-04-15
XFC-02409,0.0849,Persuadible,2026-04-15
XFC-02410,-0.0719,Sleeping Dog,2026-04-15
XFC-02411,0.0855,Persuadible,2026-04-15
XFC-02412,0.143,Persuadible,2026-04-15
XFC-02413,-0.0698,Sleeping Dog,2026-04-15
XFC-02414,-0.0534,Sleeping Dog,2026-04-15
XFC-02415,0.1014,Persuadible,2026-04-15
XFC-02416,0.0417,Sure Thing,2026-04-15
XFC-02417,0.0641,Persuadible,2026-04-15
XFC-02418,0.0472,Sure Thing,2026-04-15
XFC-02419,0.0513,Persuadible,2026-04-15
XFC-02420,-0.0861,Sleeping Dog,2026-04-15
XFC-02421,0.1038,Persuadible,2026-04-15
XFC-02422,0.1136,Persuadible,2026-04-15
XFC-02423,0.0016,Lost Cause,2026-04-15
XFC-02424,0.0165,Lost Cause,2026-04-15
XFC-02425,-0.1025,Sleeping Dog,2026-04-15
XFC-02426,0.0611,Persuadible,2026-04-15
XFC-02427,0.0658,Persuadible,2026-04-15
XFC-02428,0.015,Lost Cause,2026-04-15
XFC-02429,0.1099,Persuadible,2026-04-15
XFC-02430,-0.0067,Lost Cause,2026-04-15
XFC-02431,0.0652,Persuadible,2026-04-15
XFC-02432,-0.0616,Sleeping Dog,2026-04-15
XFC-02433,0.0181,Lost Cause,2026-04-15
XFC-02434,0.0061,Lost Cause,2026-04-15
XFC-02435,0.038,Sure Thing,2026-04-15
XFC-02436,-0.0096,Lost Cause,2026-04-15
XFC-02437,0.0095,Lost Cause,2026-04-15
XFC-02438,0.0861,Persuadible,2026-04-15
XFC-02439,-0.0149,Lost Cause,2026-04-15
XFC-02440,-0.1085,Sleeping Dog,2026-04-15
XFC-02441,0.16,Persuadible,2026-04-15
XFC-02442,0.1305,Persuadible,2026-04-15
XFC-02443,-0.0834,Sleeping Dog,2026-04-15
XFC-02444,0.0752,Persuadible,2026-04-15
XFC-02445,-0.0202,Lost Cause,2026-04-15
XFC-02446,0.0411,Sure Thing,2026-04-15
XFC-02447,0.0435,Sure Thing,2026-04-15
XFC-02448,0.0012,Lost Cause,2026-04-15
XFC-02449,-0.0427,Sleeping Dog,2026-04-15
XFC-02450,-0.0352,Sleeping Dog,2026-04-15
XFC-02451,-0.0533,Sleeping Dog,2026-04-15
XFC-02452,-0.0465,Sleeping Dog,2026-04-15
XFC-02453,0.0146,Lost Cause,2026-04-15
XFC-02454,-0.0373,Sleeping Dog,2026-04-15
XFC-02455,0.0746,Persuadible,2026-04-15
XFC-02456,0.139,Persuadible,2026-04-15
XFC-02457,-0.0264,Lost Cause,2026-04-15
XFC-02458,0.0392,Sure Thing,2026-04-15
XFC-02459,0.06,Persuadible,2026-04-15
XFC-02460,0.0578,Persuadible,2026-04-15
XFC-02461,0.0261,Sure Thing,2026-04-15
XFC-02462,0.0794,Persuadible,2026-04-15
XFC-02463,0.0586,Persuadible,2026-04-15
XFC-02464,-0.079,Sleeping Dog,2026-04-15
XFC-02465,0.0895,Persuadible,2026-04-15
XFC-02466,0.091,Persuadible,2026-04-15
XFC-02467,-0.0411,Sleeping Dog,2026-04-15
XFC-02468,0.023,Sure Thing,2026-04-15
XFC-02469,0.0747,Persuadible,2026-04-15
XFC-02470,0.0033,Lost Cause,2026-04-15
XFC-02471,0.1058,Persuadible,2026-04-15
XFC-02472,0.2091,Persuadible,2026-04-15
XFC-02473,-0.0429,Sleeping Dog,2026-04-15
XFC-02474,-0.0905,Sleeping Dog,2026-04-15
XFC-02475,0.0443,Sure Thing,2026-04-15
XFC-02476,0.0777,Persuadible,2026-04-15
XFC-02477,0.0015,Lost Cause,2026-04-15
XFC-02478,0.1363,Persuadible,2026-04-15
XFC-02479,-0.0871,Sleeping Dog,2026-04-15
XFC-02480,0.0754,Persuadible,2026-04-15
XFC-02481,-0.0285,Lost Cause,2026-04-15
XFC-02482,0.1576,Persuadible,2026-04-15
XFC-02483,0.1794,Persuadible,2026-04-15
XFC-02484,-0.0413,Sleeping Dog,2026-04-15
XFC-02485,-0.024,Lost Cause,2026-04-15
XFC-02486,0.0888,Persuadible,2026-04-15
XFC-02487,-0.011,Lost Cause,2026-04-15
XFC-02488,0.0164,Lost Cause,2026-04-15
XFC-02489,0.022,Sure Thing,2026-04-15
XFC-02490,-0.1336,Sleeping Dog,2026-04-15
XFC-02491,0.0189,Lost Cause,2026-04-15
XFC-02492,-0.0352,Sleeping Dog,2026-04-15
XFC-02493,-0.0194,Lost Cause,2026-04-15
XFC-02494,0.1355,Persuadible,2026-04-15
XFC-02495,-0.0805,Sleeping Dog,2026-04-15
XFC-02496,0.0851,Persuadible,2026-04-15
XFC-02497,-0.0023,Lost Cause,2026-04-15
XFC-02498,-0.0024,Lost Cause,2026-04-15
XFC-02499,0.0832,Persuadible,2026-04-15
XFC-02500,0.0472,Sure Thing,2026-04-15
XFC-02501,0.0656,Persuadible,2026-04-15
XFC-02502,0.0975,Persuadible,2026-04-15
XFC-02503,-0.0065,Lost Cause,2026-04-15
XFC-02504,-0.029,Lost Cause,2026-04-15
XFC-02505,-0.0668,Sleeping Dog,2026-04-15
XFC-02506,-0.046,Sleeping Dog,2026-04-15
XFC-02507,0.2559,Persuadible,2026-04-15
XFC-02508,0.1196,Persuadible,2026-04-15
XFC-02509,-0.0881,Sleeping Dog,2026-04-15
XFC-02510,-0.0858,Sleeping Dog,2026-04-15
XFC-02511,0.0585,Persuadible,2026-04-15
XFC-02512,0.0638,Persuadible,2026-04-15
XFC-02513,0.0639,Persuadible,2026-04-15
XFC-02514,-0.0004,Lost Cause,2026-04-15
XFC-02515,0.01,Lost Cause,2026-04-15
XFC-02516,0.0462,Sure Thing,2026-04-15
XFC-02517,0.0269,Sure Thing,2026-04-15
XFC-02518,-0.1575,Sleeping Dog,2026-04-15
XFC-02519,0.0016,Lost Cause,2026-04-15
XFC-02520,-0.0481,Sleeping Dog,2026-04-15
XFC-02521,0.034,Sure Thing,2026-04-15
XFC-02522,0.2588,Persuadible,2026-04-15
XFC-02523,0.0494,Sure Thing,2026-04-15
XFC-02524,-0.0051,Lost Cause,2026-04-15
XFC-02525,0.0937,Persuadible,2026-04-15
XFC-02526,0.0586,Persuadible,2026-04-15
XFC-02527,0.0536,Persuadible,2026-04-15
XFC-02528,0.0685,Persuadible,2026-04-15
XFC-02529,0.1845,Persuadible,2026-04-15
XFC-02530,-0.0705,Sleeping Dog,2026-04-15
XFC-02531,0.0579,Persuadible,2026-04-15
XFC-02532,-0.0541,Sleeping Dog,2026-04-15
XFC-02533,0.0644,Persuadible,2026-04-15
XFC-02534,-0.0535,Sleeping Dog,2026-04-15
XFC-02535,-0.0134,Lost Cause,2026-04-15
XFC-02536,-0.0036,Lost Cause,2026-04-15
XFC-02537,0.0981,Persuadible,2026-04-15
XFC-02538,0.0935,Persuadible,2026-04-15
XFC-02539,-0.0797,Sleeping Dog,2026-04-15
XFC-02540,0.0244,Sure Thing,2026-04-15
XFC-02541,-0.0368,Sleeping Dog,2026-04-15
XFC-02542,-0.0807,Sleeping Dog,2026-04-15
XFC-02543,0.0026,Lost Cause,2026-04-15
XFC-02544,-0.0047,Lost Cause,2026-04-15
XFC-02545,0.2141,Persuadible,2026-04-15
XFC-02546,0.0546,Persuadible,2026-04-15
XFC-02547,-0.0902,Sleeping Dog,2026-04-15
XFC-02548,-0.0252,Lost Cause,2026-04-15
XFC-02549,0.1017,Persuadible,2026-04-15
XFC-02550,0.1871,Persuadible,2026-04-15
XFC-02551,-0.1069,Sleeping Dog,2026-04-15
XFC-02552,-0.1304,Sleeping Dog,2026-04-15
XFC-02553,0.1697,Persuadible,2026-04-15
XFC-02554,0.0512,Persuadible,2026-04-15
XFC-02555,-0.0495,Sleeping Dog,2026-04-15
XFC-02556,0.0628,Persuadible,2026-04-15
XFC-02557,-0.1909,Sleeping Dog,2026-04-15
XFC-02558,0.0203,Sure Thing,2026-04-15
XFC-02559,0.0462,Sure Thing,2026-04-15
XFC-02560,0.0939,Persuadible,2026-04-15
XFC-02561,-0.0611,Sleeping Dog,2026-04-15
XFC-02562,0.0269,Sure Thing,2026-04-15
XFC-02563,-0.054,Sleeping Dog,2026-04-15
XFC-02564,0.0404,Sure Thing,2026-04-15
XFC-02565,-0.0516,Sleeping Dog,2026-04-15
XFC-02566,-0.0126,Lost Cause,2026-04-15
XFC-02567,-0.0597,Sleeping Dog,2026-04-15
XFC-02568,0.0721,Persuadible,2026-04-15
XFC-02569,0.0887,Persuadible,2026-04-15
XFC-02570,0.0012,Lost Cause,2026-04-15
XFC-02571,0.0231,Sure Thing,2026-04-15
