customer_id,cluster,segmento,fecha_segmentacion
XFC-02178,2,Esporádico / Inactivo,2026-04-15
XFC-02179,1,Estándar Presencial,2026-04-15
XFC-02180,1,Estándar Presencial,2026-04-15
XFC-02181,2,Esporádico / Inactivo,2026-04-15
XFC-02182,2,Esporádico / Inactivo,2026-04-15
XFC-02183,0,Crónico Alto Valor,2026-04-15
XFC-02184,3,Frecuente Digital,2026-04-15
XFC-02185,2,Esporádico / Inactivo,2026-04-15
XFC-02186,1,Estándar Presencial,2026-04-15
XFC-02187,0,Crónico Alto Valor,2026-04-15
XFC-02188,1,Estándar Presencial,2026-04-15
XFC-02189,0,Crónico Alto Valor,2026-04-15
XFC-02190,1,Estándar Presencial,2026-04-15
XFC-02191,2,Esporádico / Inactivo,2026-04-15
XFC-02192,3,Frecuente Digital,2026-04-15
XFC-02193,4,Crónico en Riesgo,2026-04-15
XFC-02194,0,Crónico Alto Valor,2026-04-15
XFC-02195,2,Esporádico / Inactivo,2026-04-15
XFC-02196,2,Esporádico / Inactivo,2026-04-15
XFC-02197,4,Crónico en Riesgo,2026-04-15
XFC-02198,4,Crónico en Riesgo,2026-04-15
XFC-02199,3,Frecuente Digital,2026-04-15
XFC-02200,2,Esporádico / Inactivo,2026-04-15
XFC-02201,4,Crónico en Riesgo,2026-04-15
XFC-02202,4,Crónico en Riesgo,2026-04-15
XFC-02203,2,Esporádico / Inactivo,2026-04-15
XFC-02204,0,Crónico Alto Valor,2026-04-15
XFC-02205,2,Esporádico / Inactivo,2026-04-15
XFC-02206,1,Estándar Presencial,2026-04-15
XFC-02207,3,Frecuente Digital,2026-04-15
XFC-02208,0,Crónico Alto Valor,2026-04-15
XFC-02209,1,Estándar Presencial,2026-04-15
XFC-02210,2,Esporádico / Inactivo,2026-04-15
XFC-02211,3,Frecuente Digital,2026-04-15
XFC-02212,4,Crónico en Riesgo,2026-04-15
XFC-02213,3,Frecuente Digital,2026-04-15
XFC-02214,4,Crónico en Riesgo,2026-04-15
XFC-02215,1,Estándar Presencial,2026-04-15
XFC-02216,2,Esporádico / Inactivo,2026-04-15
XFC-02217,1,Estándar Presencial,2026-04-15
XFC-02218,4,Crónico en Riesgo,2026-04-15
XFC-02219,4,Crónico en Riesgo,2026-04-15
XFC-02220,2,Esporádico / Inactivo,2026-04-15
XFC-02221,3,Frecuente Digital,2026-04-15
XFC-02222,0,Crónico Alto Valor,2026-04-15
XFC-02223,3,Frecuente Digital,2026-04-15
XFC-02224,1,Estándar Presencial,2026-04-15
XFC-02225,3,Frecuente Digital,2026-04-15
XFC-02226,0,Crónico Alto Valor,2026-04-15
XFC-02227,0,Crónico Alto Valor,2026-04-15
XFC-02228,1,Estándar Presencial,2026-04-15
XFC-02229,2,Esporádico / Inactivo,2026-04-15
XFC-02230,4,Crónico en Riesgo,2026-04-15
XFC-02231,2,Esporádico / Inactivo,2026-04-15
XFC-02232,0,Crónico Alto Valor,2026-04-15
XFC-02233,2,Esporádico / Inactivo,2026-04-15
XFC-02234,1,Estándar Presencial,2026-04-15
XFC-02235,1,Estándar Presencial,2026-04-15
XFC-02236,1,Estándar Presencial,2026-04-15
XFC-02237,4,Crónico en Riesgo,2026-04-15
XFC-02238,4,Crónico en Riesgo,2026-04-15
XFC-02239,1,Estándar Presencial,2026-04-15
XFC-02240,3,Frecuente Digital,2026-04-15
XFC-02241,1,Estándar Presencial,2026-04-15
XFC-02242,3,Frecuente Digital,2026-04-15
XFC-02243,2,Esporádico / Inactivo,2026-04-15
XFC-02244,4,Crónico en Riesgo,2026-04-15
XFC-02245,1,Estándar Presencial,2026-04-15
XFC-02246,2,Esporádico / Inactivo,2026-04-15
XFC-02247,0,Crónico Alto Valor,2026-04-15
XFC-02248,1,Estándar Presencial,2026-04-15
XFC-02249,1,Estándar Presencial,2026-04-15
XFC-02250,2,Esporádico / Inactivo,2026-04-15
XFC-02251,2,Esporádico / Inactivo,2026-04-15
XFC-02252,1,Estándar Presencial,2026-04-15
XFC-02253,1,Estándar Presencial,2026-04-15
XFC-02254,0,Crónico Alto Valor,2026-04-15
XFC-02255,1,Estándar Presencial,2026-04-15
XFC-02256,4,Crónico en Riesgo,2026-04-15
XFC-02257,0,Crónico Alto Valor,2026-04-15
XFC-02258,1,Estándar Presencial,2026-04-15
XFC-02259,1,Estándar Presencial,2026-04-15
XFC-02260,4,Crónico en Riesgo,2026-04-15
XFC-02261,0,Crónico Alto Valor,2026-04-15
XFC-02262,4,Crónico en Riesgo,2026-04-15
XFC-02263,1,Estándar Presencial,2026-04-15
XFC-02264,1,Estándar Presencial,2026-04-15
XFC-02265,0,Crónico Alto Valor,2026-04-15
XFC-02266,0,Crónico Alto Valor,2026-04-15
XFC-02267,2,Esporádico / Inactivo,2026-04-15
XFC-02268,2,Esporádico / Inactivo,2026-04-15
XFC-02269,2,Esporádico / Inactivo,2026-04-15
XFC-02270,4,Crónico en Riesgo,2026-04-15
XFC-02271,0,Crónico Alto Valor,2026-04-15
XFC-02272,2,Esporádico / Inactivo,2026-04-15
XFC-02273,1,Estándar Presencial,2026-04-15
XFC-02274,2,Esporádico / Inactivo,2026-04-15
XFC-02275,3,Frecuente Digital,2026-04-15
XFC-02276,0,Crónico Alto Valor,2026-04-15
XFC-02277,4,Crónico en Riesgo,2026-04-15
XFC-02278,1,Estándar Presencial,2026-04-15
XFC-02279,3,Frecuente Digital,2026-04-15
XFC-02280,3,Frecuente Digital,2026-04-15
XFC-02281,1,Estándar Presencial,2026-04-15
XFC-02282,4,Crónico en Riesgo,2026-04-15
XFC-02283,3,Frecuente Digital,2026-04-15
XFC-02284,4,Crónico en Riesgo,2026-04-15
XFC-02285,1,Estándar Presencial,2026-04-15
XFC-02286,3,Frecuente Digital,2026-04-15
XFC-02287,0,Crónico Alto Valor,2026-04-15
XFC-02288,4,Crónico en Riesgo,2026-04-15
XFC-02289,1,Estándar Presencial,2026-04-15
XFC-02290,0,Crónico Alto Valor,2026-04-15
XFC-02291,3,Frecuente Digital,2026-04-15
XFC-02292,2,Esporádico / Inactivo,2026-04-15
XFC-02293,1,Estándar Presencial,2026-04-15
XFC-02294,1,Estándar Presencial,2026-04-15
XFC-02295,0,Crónico Alto Valor,2026-04-15
XFC-02296,1,Estándar Presencial,2026-04-15
XFC-02297,3,Frecuente Digital,2026-04-15
XFC-02298,1,Estándar Presencial,2026-04-15
XFC-02299,2,Esporádico / Inactivo,2026-04-15
XFC-02300,2,Esporádico / Inactivo,2026-04-15
XFC-02301,2,Esporádico / Inactivo,2026-04-15
XFC-02302,4,Crónico en Riesgo,2026-04-15
XFC-02303,2,Esporádico / Inactivo,2026-04-15
XFC-02304,1,Estándar Presencial,2026-04-15
XFC-02305,4,Crónico en Riesgo,2026-04-15
XFC-02306,3,Frecuente Digital,2026-04-15
XFC-02307,2,Esporádico / Inactivo,2026-04-15
XFC-02308,1,Estándar Presencial,2026-04-15
XFC-02309,2,Esporádico / Inactivo,2026-04-15
XFC-02310,4,Crónico en Riesgo,2026-04-15
XFC-02311,4,Crónico en Riesgo,2026-04-15
XFC-02312,1,Estándar Presencial,2026-04-15
XFC-02313,0,Crónico Alto Valor,2026-04-15
XFC-02314,3,Frecuente Digital,2026-04-15
XFC-02315,4,Crónico en Riesgo,2026-04-15
XFC-02316,3,Frecuente Digital,2026-04-15
XFC-02317,4,Crónico en Riesgo,2026-04-15
XFC-02318,4,Crónico en Riesgo,2026-04-15
XFC-02319,2,Esporádico / Inactivo,2026-04-15
XFC-02320,3,Frecuente Digital,2026-04-15
XFC-02321,1,Estándar Presencial,2026-04-15
XFC-02322,0,Crónico Alto Valor,2026-04-15
XFC-02323,3,Frecuente Digital,2026-04-15
XFC-02324,1,Estándar Presencial,2026-04-15
XFC-02325,3,Frecuente Digital,2026-04-15
XFC-02326,4,Crónico en Riesgo,2026-04-15
XFC-02327,4,Crónico en Riesgo,2026-04-15
XFC-02328,4,Crónico en Riesgo,2026-04-15
XFC-02329,1,Estándar Presencial,2026-04-15
XFC-02330,4,Crónico en Riesgo,2026-04-15
XFC-02331,4,Crónico en Riesgo,2026-04-15
XFC-02332,4,Crónico en Riesgo,2026-04-15
XFC-02333,2,Esporádico / Inactivo,2026-04-15
XFC-02334,1,Estándar Presencial,2026-04-15
XFC-02335,3,Frecuente Digital,2026-04-15
XFC-02336,4,Crónico en Riesgo,2026-04-15
XFC-02337,1,Estándar Presencial,2026-04-15
XFC-02338,1,Estándar Presencial,2026-04-15
XFC-02339,3,Frecuente Digital,2026-04-15
XFC-02340,1,Estándar Presencial,2026-04-15
XFC-02341,1,Estándar Presencial,2026-04-15
XFC-02342,2,Esporádico / Inactivo,2026-04-15
XFC-02343,2,Esporádico / Inactivo,2026-04-15
XFC-02344,2,Esporádico / Inactivo,2026-04-15
XFC-02345,2,Esporádico / Inactivo,2026-04-15
XFC-02346,4,Crónico en Riesgo,2026-04-15
XFC-02347,1,Estándar Presencial,2026-04-15
XFC-02348,2,Esporádico / Inactivo,2026-04-15
XFC-02349,3,Frecuente Digital,2026-04-15
XFC-02350,4,Crónico en Riesgo,2026-04-15
XFC-02351,3,Frecuente Digital,2026-04-15
XFC-02352,4,Crónico en Riesgo,2026-04-15
XFC-02353,1,Estándar Presencial,2026-04-15
XFC-02354,1,Estándar Presencial,2026-04-15
XFC-02355,2,Esporádico / Inactivo,2026-04-15
XFC-02356,2,Esporádico / Inactivo,2026-04-15
XFC-02357,4,Crónico en Riesgo,2026-04-15
XFC-02358,1,Estándar Presencial,2026-04-15
XFC-02359,0,Crónico Alto Valor,2026-04-15
XFC-02360,4,Crónico en Riesgo,2026-04-15
XFC-02361,2,Esporádico / Inactivo,2026-04-15
XFC-02362,4,Crónico en Riesgo,2026-04-15
XFC-02363,1,Estándar Presencial,2026-04-15
XFC-02364,4,Crónico en Riesgo,2026-04-15
XFC-02365,1,Estándar Presencial,2026-04-15
XFC-02366,0,Crónico Alto Valor,2026-04-15
XFC-02367,2,Esporádico / Inactivo,2026-04-15
XFC-02368,1,Estándar Presencial,2026-04-15
XFC-02369,0,Crónico Alto Valor,2026-04-15
XFC-02370,1,Estándar Presencial,2026-04-15
XFC-02371,2,Esporádico / Inactivo,2026-04-15
XFC-02372,1,Estándar Presencial,2026-04-15
XFC-02373,4,Crónico en Riesgo,2026-04-15
XFC-02374,0,Crónico Alto Valor,2026-04-15
XFC-02375,1,Estándar Presencial,2026-04-15
XFC-02376,1,Estándar Presencial,2026-04-15
XFC-02377,2,Esporádico / Inactivo,2026-04-15
XFC-02378,2,Esporádico / Inactivo,2026-04-15
XFC-02379,0,Crónico Alto Valor,2026-04-15
XFC-02380,1,Estándar Presencial,2026-04-15
XFC-02381,2,Esporádico / Inactivo,2026-04-15
XFC-02382,3,Frecuente Digital,2026-04-15
XFC-02383,1,Estándar Presencial,2026-04-15
XFC-02384,1,Estándar Presencial,2026-04-15
XFC-02385,3,Frecuente Digital,2026-04-15
XFC-02386,2,Esporádico / Inactivo,2026-04-15
XFC-02387,2,Esporádico / Inactivo,2026-04-15
XFC-02388,4,Crónico en Riesgo,2026-04-15
XFC-02389,0,Crónico Alto Valor,2026-04-15
XFC-02390,3,Frecuente Digital,2026-04-15
XFC-02391,3,Frecuente Digital,2026-04-15
XFC-02392,2,Esporádico / Inactivo,2026-04-15
XFC-02393,2,Esporádico / Inactivo,2026-04-15
XFC-02394,3,Frecuente Digital,2026-04-15
XFC-02395,1,Estándar Presencial,2026-04-15
XFC-02396,2,Esporádico / Inactivo,2026-04-15
XFC-02397,1,Estándar Presencial,2026-04-15
XFC-02398,1,Estándar Presencial,2026-04-15
XFC-02399,1,Estándar Presencial,2026-04-15
XFC-02400,1,Estándar Presencial,2026-04-15
XFC-02401,2,Esporádico / Inactivo,2026-04-15
XFC-02402,1,Estándar Presencial,2026-04-15
XFC-02403,1,Estándar Presencial,2026-04-15
XFC-02404,4,Crónico en Riesgo,2026-04-15
XFC-02405,4,Crónico en Riesgo,2026-04-15
XFC-02406,0,Crónico Alto Valor,2026-04-15
XFC-02407,3,Frecuente Digital,2026-04-15
XFC-02408,3,Frecuente Digital,2026-04-15
XFC-02409,4,Crónico en Riesgo,2026-04-15
XFC-02410,4,Crónico en Riesgo,2026-04-15
XFC-02411,1,Estándar Presencial,2026-04-15
XFC-02412,2,Esporádico / Inactivo,2026-04-15
XFC-02413,3,Frecuente Digital,2026-04-15
XFC-02414,4,Crónico en Riesgo,2026-04-15
XFC-02415,2,Esporádico / Inactivo,2026-04-15
XFC-02416,4,Crónico en Riesgo,2026-04-15
XFC-02417,2,Esporádico / Inactivo,2026-04-15
XFC-02418,3,Frecuente Digital,2026-04-15
XFC-02419,2,Esporádico / Inactivo,2026-04-15
XFC-02420,1,Estándar Presencial,2026-04-15
XFC-02421,0,Crónico Alto Valor,2026-04-15
XFC-02422,0,Crónico Alto Valor,2026-04-15
XFC-02423,2,Esporádico / Inactivo,2026-04-15
XFC-02424,1,Estándar Presencial,2026-04-15
XFC-02425,0,Crónico Alto Valor,2026-04-15
XFC-02426,1,Estándar Presencial,2026-04-15
XFC-02427,1,Estándar Presencial,2026-04-15
XFC-02428,4,Crónico en Riesgo,2026-04-15
XFC-02429,1,Estándar Presencial,2026-04-15
XFC-02430,2,Esporádico / Inactivo,2026-04-15
XFC-02431,1,Estándar Presencial,2026-04-15
XFC-02432,1,Estándar Presencial,2026-04-15
XFC-02433,3,Frecuente Digital,2026-04-15
XFC-02434,4,Crónico en Riesgo,2026-04-15
XFC-02435,0,Crónico Alto Valor,2026-04-15
XFC-02436,2,Esporádico / Inactivo,2026-04-15
XFC-02437,1,Estándar Presencial,2026-04-15
XFC-02438,3,Frecuente Digital,2026-04-15
XFC-02439,3,Frecuente Digital,2026-04-15
XFC-02440,1,Estándar Presencial,2026-04-15
XFC-02441,0,Crónico Alto Valor,2026-04-15
XFC-02442,1,Estándar Presencial,2026-04-15
XFC-02443,4,Crónico en Riesgo,2026-04-15
XFC-02444,1,Estándar Presencial,2026-04-15
XFC-02445,0,Crónico Alto Valor,2026-04-15
XFC-02446,0,Crónico Alto Valor,2026-04-15
XFC-02447,1,Estándar Presencial,2026-04-15
XFC-02448,4,Crónico en Riesgo,2026-04-15
XFC-02449,4,Crónico en Riesgo,2026-04-15
XFC-02450,1,Estándar Presencial,2026-04-15
XFC-02451,2,Esporádico / Inactivo,2026-04-15
XFC-02452,1,Estándar Presencial,2026-04-15
XFC-02453,4,Crónico en Riesgo,2026-04-15
XFC-02454,1,Estándar Presencial,2026-04-15
XFC-02455,1,Estándar Presencial,2026-04-15
XFC-02456,0,Crónico Alto Valor,2026-04-15
XFC-02457,1,Estándar Presencial,2026-04-15
XFC-02458,4,Crónico en Riesgo,2026-04-15
XFC-02459,2,Esporádico / Inactivo,2026-04-15
XFC-02460,1,Estándar Presencial,2026-04-15
XFC-02461,3,Frecuente Digital,2026-04-15
XFC-02462,1,Estándar Presencial,2026-04-15
XFC-02463,3,Frecuente Digital,2026-04-15
XFC-02464,4,Crónico en Riesgo,2026-04-15
XFC-02465,1,Estándar Presencial,2026-04-15
XFC-02466,1,Estándar Presencial,2026-04-15
XFC-02467,1,Estándar Presencial,2026-04-15
XFC-02468,3,Frecuente Digital,2026-04-15
XFC-02469,4,Crónico en Riesgo,2026-04-15
XFC-02470,2,Esporádico / Inactivo,2026-04-15
XFC-02471,2,Esporádico / Inactivo,2026-04-15
XFC-02472,2,Esporádico / Inactivo,2026-04-15
XFC-02473,1,Estándar Presencial,2026-04-15
XFC-02474,2,Esporádico / Inactivo,2026-04-15
XFC-02475,0,Crónico Alto Valor,2026-04-15
XFC-02476,0,Crónico Alto Valor,2026-04-15
XFC-02477,1,Estándar Presencial,2026-04-15
XFC-02478,1,Estándar Presencial,2026-04-15
XFC-02479,2,Esporádico / Inactivo,2026-04-15
XFC-02480,2,Esporádico / Inactivo,2026-04-15
XFC-02481,4,Crónico en Riesgo,2026-04-15
XFC-02482,1,Estándar Presencial,2026-04-15
XFC-02483,0,Crónico Alto Valor,2026-04-15
XFC-02484,3,Frecuente Digital,2026-04-15
XFC-02485,1,Estándar Presencial,2026-04-15
XFC-02486,0,Crónico Alto Valor,2026-04-15
XFC-02487,3,Frecuente Digital,2026-04-15
XFC-02488,4,Crónico en Riesgo,2026-04-15
XFC-02489,1,Estándar Presencial,2026-04-15
XFC-02490,1,Estándar Presencial,2026-04-15
XFC-02491,2,Esporádico / Inactivo,2026-04-15
XFC-02492,1,Estándar Presencial,2026-04-15
XFC-02493,2,Esporádico / Inactivo,2026-04-15
XFC-02494,4,Crónico en Riesgo,2026-04-15
XFC-02495,2,Esporádico / Inactivo,2026-04-15
XFC-02496,1,Estándar Presencial,2026-04-15
XFC-02497,2,Esporádico / Inactivo,2026-04-15
XFC-02498,4,Crónico en Riesgo,2026-04-15
XFC-02499,4,Crónico en Riesgo,2026-04-15
XFC-02500,4,Crónico en Riesgo,2026-04-15
XFC-02501,1,Estándar Presencial,2026-04-15
XFC-02502,1,Estándar Presencial,2026-04-15
XFC-02503,1,Estándar Presencial,2026-04-15
XFC-02504,1,Estándar Presencial,2026-04-15
XFC-02505,3,Frecuente Digital,2026-04-15
XFC-02506,1,Estándar Presencial,2026-04-15
XFC-02507,1,Estándar Presencial,2026-04-15
XFC-02508,2,Esporádico / Inactivo,2026-04-15
XFC-02509,4,Crónico en Riesgo,2026-04-15
XFC-02510,4,Crónico en Riesgo,2026-04-15
XFC-02511,1,Estándar Presencial,2026-04-15
XFC-02512,1,Estándar Presencial,2026-04-15
XFC-02513,3,Frecuente Digital,2026-04-15
XFC-02514,1,Estándar Presencial,2026-04-15
XFC-02515,0,Crónico Alto Valor,2026-04-15
XFC-02516,1,Estándar Presencial,2026-04-15
XFC-02517,2,Esporádico / Inactivo,2026-04-15
XFC-02518,4,Crónico en Riesgo,2026-04-15
XFC-02519,1,Estándar Presencial,2026-04-15
XFC-02520,1,Estándar Presencial,2026-04-15
XFC-02521,0,Crónico Alto Valor,2026-04-15
XFC-02522,2,Esporádico / Inactivo,2026-04-15
XFC-02523,2,Esporádico / Inactivo,2026-04-15
XFC-02524,1,Estándar Presencial,2026-04-15
XFC-02525,0,Crónico Alto Valor,2026-04-15
XFC-02526,1,Estándar Presencial,2026-04-15
XFC-02527,1,Estándar Presencial,2026-04-15
XFC-02528,1,Estándar Presencial,2026-04-15
XFC-02529,0,Crónico Alto Valor,2026-04-15
XFC-02530,1,Estándar Presencial,2026-04-15
XFC-02531,0,Crónico Alto Valor,2026-04-15
XFC-02532,4,Crónico en Riesgo,2026-04-15
XFC-02533,0,Crónico Alto Valor,2026-04-15
XFC-02534,4,Crónico en Riesgo,2026-04-15
XFC-02535,4,Crónico en Riesgo,2026-04-15
XFC-02536,1,Estándar Presencial,2026-04-15
XFC-02537,1,Estándar Presencial,2026-04-15
XFC-02538,1,Estándar Presencial,2026-04-15
XFC-02539,2,Esporádico / Inactivo,2026-04-15
XFC-02540,1,Estándar Presencial,2026-04-15
XFC-02541,4,Crónico en Riesgo,2026-04-15
XFC-02542,2,Esporádico / Inactivo,2026-04-15
XFC-02543,1,Estándar Presencial,2026-04-15
XFC-02544,1,Estándar Presencial,2026-04-15
XFC-02545,0,Crónico Alto Valor,2026-04-15
XFC-02546,1,Estándar Presencial,2026-04-15
XFC-02547,1,Estándar Presencial,2026-04-15
XFC-02548,4,Crónico en Riesgo,2026-04-15
XFC-02549,2,Esporádico / Inactivo,2026-04-15
XFC-02550,1,Estándar Presencial,2026-04-15
XFC-02551,4,Crónico en Riesgo,2026-04-15
XFC-02552,0,Crónico Alto Valor,2026-04-15
XFC-02553,1,Estándar Presencial,2026-04-15
XFC-02554,0,Crónico Alto Valor,2026-04-15
XFC-02555,0,Crónico Alto Valor,2026-04-15
XFC-02556,1,Estándar Presencial,2026-04-15
XFC-02557,0,Crónico Alto Valor,2026-04-15
XFC-02558,2,Esporádico / Inactivo,2026-04-15
XFC-02559,1,Estándar Presencial,2026-04-15
XFC-02560,3,Frecuente Digital,2026-04-15
XFC-02561,1,Estándar Presencial,2026-04-15
XFC-02562,0,Crónico Alto Valor,2026-04-15
XFC-02563,1,Estándar Presencial,2026-04-15
XFC-02564,2,Esporádico / Inactivo,2026-04-15
XFC-02565,1,Estándar Presencial,2026-04-15
XFC-02566,0,Crónico Alto Valor,2026-04-15
XFC-02567,1,Estándar Presencial,2026-04-15
XFC-02568,1,Estándar Presencial,2026-04-15
XFC-02569,1,Estándar Presencial,2026-04-15
XFC-02570,2,Esporádico / Inactivo,2026-04-15
XFC-02571,2,Esporádico / Inactivo,2026-04-15
XFC-02572,2,Esporádico / Inactivo,2026-04-15
XFC-02573,0,Crónico Alto Valor,2026-04-15
XFC-02574,2,Esporádico / Inactivo,2026-04-15
XFC-02575,1,Estándar Presencial,2026-04-15
XFC-02576,1,Estándar Presencial,2026-04-15
XFC-02577,1,Estándar Presencial,2026-04-15
XFC-02578,1,Estándar Presencial,2026-04-15
XFC-02579,1,Estándar Presencial,2026-04-15
XFC-02580,1,Estándar Presencial,2026-04-15
XFC-02581,0,Crónico Alto Valor,2026-04-15
XFC-02582,1,Estándar Presencial,2026-04-15
XFC-02583,3,Frecuente Digital,2026-04-15
XFC-02584,1,Estándar Presencial,2026-04-15
XFC-02585,1,Estándar Presencial,2026-04-15
XFC-02586,3,Frecuente Digital,2026-04-15
XFC-02587,0,Crónico Alto Valor,2026-04-15
XFC-02588,0,Crónico Alto Valor,2026-04-15
XFC-02589,2,Esporádico / Inactivo,2026-04-15
XFC-02590,2,Esporádico / Inactivo,2026-04-15
XFC-02591,0,Crónico Alto Valor,2026-04-15
XFC-02592,2,Esporádico / Inactivo,2026-04-15
XFC-02593,1,Estándar Presencial,2026-04-15
XFC-02594,0,Crónico Alto Valor,2026-04-15
XFC-02595,0,Crónico Alto Valor,2026-04-15
XFC-02596,1,Estándar Presencial,2026-04-15
XFC-02597,3,Frecuente Digital,2026-04-15
XFC-02598,3,Frecuente Digital,2026-04-15
XFC-02599,4,Crónico en Riesgo,2026-04-15
XFC-02600,1,Estándar Presencial,2026-04-15
XFC-02601,1,Estándar Presencial,2026-04-15
XFC-02602,1,Estándar Presencial,2026-04-15
XFC-02603,4,Crónico en Riesgo,2026-04-15
XFC-02604,4,Crónico en Riesgo,2026-04-15
XFC-02605,1,Estándar Presencial,2026-04-15
XFC-02606,4,Crónico en Riesgo,2026-04-15
XFC-02607,3,Frecuente Digital,2026-04-15
XFC-02608,0,Crónico Alto Valor,2026-04-15
XFC-02609,3,Frecuente Digital,2026-04-15
XFC-02610,4,Crónico en Riesgo,2026-04-15
XFC-02611,2,Esporádico / Inactivo,2026-04-15
XFC-02612,4,Crónico en Riesgo,2026-04-15
XFC-02613,0,Crónico Alto Valor,2026-04-15
XFC-02614,1,Estándar Presencial,2026-04-15
XFC-02615,1,Estándar Presencial,2026-04-15
XFC-02616,4,Crónico en Riesgo,2026-04-15
XFC-02617,2,Esporádico / Inactivo,2026-04-15
XFC-02618,2,Esporádico / Inactivo,2026-04-15
XFC-02619,4,Crónico en Riesgo,2026-04-15
XFC-02620,4,Crónico en Riesgo,2026-04-15
XFC-02621,2,Esporádico / Inactivo,2026-04-15
XFC-02622,1,Estándar Presencial,2026-04-15
XFC-02623,2,Esporádico / Inactivo,2026-04-15
XFC-02624,1,Estándar Presencial,2026-04-15
XFC-02625,1,Estándar Presencial,2026-04-15
XFC-02626,1,Estándar Presencial,2026-04-15
XFC-02627,2,Esporádico / Inactivo,2026-04-15
XFC-02628,1,Estándar Presencial,2026-04-15
XFC-02629,2,Esporádico / Inactivo,2026-04-15
XFC-02630,4,Crónico en Riesgo,2026-04-15
XFC-02631,3,Frecuente Digital,2026-04-15
XFC-02632,1,Estándar Presencial,2026-04-15
XFC-02633,4,Crónico en Riesgo,2026-04-15
XFC-02634,1,Estándar Presencial,2026-04-15
XFC-02635,1,Estándar Presencial,2026-04-15
XFC-02636,1,Estándar Presencial,2026-04-15
XFC-02637,2,Esporádico / Inactivo,2026-04-15
XFC-02638,1,Estándar Presencial,2026-04-15
XFC-02639,1,Estándar Presencial,2026-04-15
XFC-02640,1,Estándar Presencial,2026-04-15
XFC-02641,2,Esporádico / Inactivo,2026-04-15
XFC-02642,0,Crónico Alto Valor,2026-04-15
XFC-02643,0,Crónico Alto Valor,2026-04-15
XFC-02644,1,Estándar Presencial,2026-04-15
XFC-02645,0,Crónico Alto Valor,2026-04-15
XFC-02646,0,Crónico Alto Valor,2026-04-15
XFC-02647,3,Frecuente Digital,2026-04-15
XFC-02648,2,Esporádico / Inactivo,2026-04-15
XFC-02649,0,Crónico Alto Valor,2026-04-15
XFC-02650,1,Estándar Presencial,2026-04-15
XFC-02651,3,Frecuente Digital,2026-04-15
XFC-02652,4,Crónico en Riesgo,2026-04-15
XFC-02653,3,Frecuente Digital,2026-04-15
XFC-02654,1,Estándar Presencial,2026-04-15
XFC-02655,1,Estándar Presencial,2026-04-15
XFC-02656,2,Esporádico / Inactivo,2026-04-15
XFC-02657,2,Esporádico / Inactivo,2026-04-15
XFC-02658,2,Esporádico / Inactivo,2026-04-15
XFC-02659,1,Estándar Presencial,2026-04-15
XFC-02660,4,Crónico en Riesgo,2026-04-15
XFC-02661,1,Estándar Presencial,2026-04-15
XFC-02662,3,Frecuente Digital,2026-04-15
XFC-02663,3,Frecuente Digital,2026-04-15
XFC-02664,0,Crónico Alto Valor,2026-04-15
XFC-02665,0,Crónico Alto Valor,2026-04-15
XFC-02666,1,Estándar Presencial,2026-04-15
XFC-02667,1,Estándar Presencial,2026-04-15
XFC-02668,3,Frecuente Digital,2026-04-15
XFC-02669,1,Estándar Presencial,2026-04-15
XFC-02670,1,Estándar Presencial,2026-04-15
XFC-02671,1,Estándar Presencial,2026-04-15
XFC-02672,2,Esporádico / Inactivo,2026-04-15
XFC-02673,4,Crónico en Riesgo,2026-04-15
XFC-02674,1,Estándar Presencial,2026-04-15
XFC-02675,2,Esporádico / Inactivo,2026-04-15
XFC-02676,4,Crónico en Riesgo,2026-04-15
XFC-02677,3,Frecuente Digital,2026-04-15
XFC-02678,4,Crónico en Riesgo,2026-04-15
XFC-02679,1,Estándar Presencial,2026-04-15
XFC-02680,2,Esporádico / Inactivo,2026-04-15
XFC-02681,1,Estándar Presencial,2026-04-15
XFC-02682,2,Esporádico / Inactivo,2026-04-15
XFC-02683,3,Frecuente Digital,2026-04-15
XFC-02684,1,Estándar Presencial,2026-04-15
XFC-02685,4,Crónico en Riesgo,2026-04-15
XFC-02686,1,Estándar Presencial,2026-04-15
XFC-02687,1,Estándar Presencial,2026-04-15
XFC-02688,1,Estándar Presencial,2026-04-15
XFC-02689,4,Crónico en Riesgo,2026-04-15
XFC-02690,4,Crónico en Riesgo,2026-04-15
XFC-02691,1,Estándar Presencial,2026-04-15
XFC-02692,3,Frecuente Digital,2026-04-15
XFC-02693,1,Estándar Presencial,2026-04-15
XFC-02694,1,Estándar Presencial,2026-04-15
XFC-02695,2,Esporádico / Inactivo,2026-04-15
XFC-02696,3,Frecuente Digital,2026-04-15
XFC-02697,4,Crónico en Riesgo,2026-04-15
XFC-02698,1,Estándar Presencial,2026-04-15
XFC-02699,2,Esporádico / Inactivo,2026-04-15
XFC-02700,1,Estándar Presencial,2026-04-15
XFC-02701,2,Esporádico / Inactivo,2026-04-15
XFC-02702,2,Esporádico / Inactivo,2026-04-15
XFC-02703,1,Estándar Presencial,2026-04-15
XFC-02704,4,Crónico en Riesgo,2026-04-15
XFC-02705,2,Esporádico / Inactivo,2026-04-15
XFC-02706,1,Estándar Presencial,2026-04-15
XFC-02707,4,Crónico en Riesgo,2026-04-15
XFC-02708,2,Esporádico / Inactivo,2026-04-15
XFC-02709,0,Crónico Alto Valor,2026-04-15
