customer_id,probabilidad_churn,riesgo_churn,churn_real,fecha_scoring
XFC-02125,0.0834,Muy Bajo,0,2026-04-15
XFC-02126,0.7211,Alto,1,2026-04-15
XFC-02127,0.0066,Muy Bajo,0,2026-04-15
XFC-02128,0.9569,Crítico,1,2026-04-15
XFC-02129,0.3184,Bajo,1,2026-04-15
XFC-02130,0.3932,Bajo,0,2026-04-15
XFC-02131,0.9702,Crítico,1,2026-04-15
XFC-02132,0.2346,Bajo,0,2026-04-15
XFC-02133,0.0773,Muy Bajo,0,2026-04-15
XFC-02134,0.9184,Crítico,1,2026-04-15
XFC-02135,0.3466,Bajo,0,2026-04-15
XFC-02136,0.9479,Crítico,1,2026-04-15
XFC-02137,0.006,Muy Bajo,0,2026-04-15
XFC-02138,0.104,Muy Bajo,0,2026-04-15
XFC-02139,0.8317,Crítico,1,2026-04-15
XFC-02140,0.009,Muy Bajo,0,2026-04-15
XFC-02141,0.8324,Crítico,1,2026-04-15
XFC-02142,0.7161,Alto,0,2026-04-15
XFC-02143,0.6246,Alto,0,2026-04-15
XFC-02144,0.9431,Crítico,1,2026-04-15
XFC-02145,0.825,Crítico,0,2026-04-15
XFC-02146,0.1115,Muy Bajo,0,2026-04-15
XFC-02147,0.1111,Muy Bajo,0,2026-04-15
XFC-02148,0.7013,Alto,1,2026-04-15
XFC-02149,0.7285,Alto,1,2026-04-15
XFC-02150,0.8745,Crítico,1,2026-04-15
XFC-02151,0.2574,Bajo,0,2026-04-15
XFC-02152,0.6593,Alto,1,2026-04-15
XFC-02153,0.4968,Medio,1,2026-04-15
XFC-02154,0.5925,Medio,0,2026-04-15
XFC-02155,0.4949,Medio,1,2026-04-15
XFC-02156,0.0936,Muy Bajo,0,2026-04-15
XFC-02157,0.013,Muy Bajo,0,2026-04-15
XFC-02158,0.9161,Crítico,1,2026-04-15
XFC-02159,0.0054,Muy Bajo,0,2026-04-15
XFC-02160,0.0369,Muy Bajo,0,2026-04-15
XFC-02161,0.1416,Muy Bajo,0,2026-04-15
XFC-02162,0.0067,Muy Bajo,0,2026-04-15
XFC-02163,0.0752,Muy Bajo,0,2026-04-15
XFC-02164,0.5854,Medio,1,2026-04-15
XFC-02165,0.0882,Muy Bajo,0,2026-04-15
XFC-02166,0.8362,Crítico,1,2026-04-15
XFC-02167,0.4479,Medio,0,2026-04-15
XFC-02168,0.9216,Crítico,1,2026-04-15
XFC-02169,0.4319,Medio,0,2026-04-15
XFC-02170,0.125,Muy Bajo,0,2026-04-15
XFC-02171,0.234,Bajo,0,2026-04-15
XFC-02172,0.8284,Crítico,1,2026-04-15
XFC-02173,0.7724,Alto,0,2026-04-15
XFC-02174,0.3276,Bajo,0,2026-04-15
XFC-02175,0.9217,Crítico,1,2026-04-15
XFC-02176,0.8792,Crítico,1,2026-04-15
XFC-02177,0.0776,Muy Bajo,0,2026-04-15
XFC-02178,0.8509,Crítico,1,2026-04-15
XFC-02179,0.6644,Alto,1,2026-04-15
XFC-02180,0.8221,Crítico,1,2026-04-15
XFC-02181,0.7282,Alto,0,2026-04-15
XFC-02182,0.7816,Alto,1,2026-04-15
XFC-02183,0.0413,Muy Bajo,0,2026-04-15
XFC-02184,0.0082,Muy Bajo,0,2026-04-15
XFC-02185,0.8235,Crítico,1,2026-04-15
XFC-02186,0.7282,Alto,1,2026-04-15
XFC-02187,0.1214,Muy Bajo,0,2026-04-15
XFC-02188,0.7776,Alto,1,2026-04-15
XFC-02189,0.0527,Muy Bajo,0,2026-04-15
XFC-02190,0.6993,Alto,1,2026-04-15
XFC-02191,0.8419,Crítico,1,2026-04-15
XFC-02192,0.0075,Muy Bajo,0,2026-04-15
XFC-02193,0.2011,Bajo,0,2026-04-15
XFC-02194,0.1917,Muy Bajo,0,2026-04-15
XFC-02195,0.3553,Bajo,1,2026-04-15
XFC-02196,0.8177,Crítico,1,2026-04-15
XFC-02197,0.6035,Alto,1,2026-04-15
XFC-02198,0.245,Bajo,1,2026-04-15
XFC-02199,0.0063,Muy Bajo,0,2026-04-15
XFC-02200,0.838,Crítico,1,2026-04-15
XFC-02201,0.0403,Muy Bajo,0,2026-04-15
XFC-02202,0.399,Bajo,0,2026-04-15
XFC-02203,0.6872,Alto,1,2026-04-15
XFC-02204,0.0317,Muy Bajo,0,2026-04-15
XFC-02205,0.697,Alto,0,2026-04-15
XFC-02206,0.9102,Crítico,1,2026-04-15
XFC-02207,0.0072,Muy Bajo,0,2026-04-15
XFC-02208,0.4496,Medio,1,2026-04-15
XFC-02209,0.8756,Crítico,1,2026-04-15
XFC-02210,0.3204,Bajo,0,2026-04-15
XFC-02211,0.0073,Muy Bajo,0,2026-04-15
XFC-02212,0.2087,Bajo,0,2026-04-15
XFC-02213,0.0067,Muy Bajo,0,2026-04-15
XFC-02214,0.1937,Muy Bajo,0,2026-04-15
XFC-02215,0.5575,Medio,0,2026-04-15
XFC-02216,0.906,Crítico,1,2026-04-15
XFC-02217,0.8914,Crítico,1,2026-04-15
XFC-02218,0.2048,Bajo,0,2026-04-15
XFC-02219,0.2988,Bajo,0,2026-04-15
XFC-02220,0.4649,Medio,1,2026-04-15
XFC-02221,0.0088,Muy Bajo,0,2026-04-15
XFC-02222,0.1116,Muy Bajo,0,2026-04-15
XFC-02223,0.006,Muy Bajo,0,2026-04-15
XFC-02224,0.7994,Alto,1,2026-04-15
XFC-02225,0.8961,Crítico,1,2026-04-15
XFC-02226,0.1345,Muy Bajo,0,2026-04-15
XFC-02227,0.5989,Medio,1,2026-04-15
XFC-02228,0.6533,Alto,1,2026-04-15
XFC-02229,0.926,Crítico,1,2026-04-15
XFC-02230,0.0886,Muy Bajo,0,2026-04-15
XFC-02231,0.7893,Alto,0,2026-04-15
XFC-02232,0.2153,Bajo,0,2026-04-15
XFC-02233,0.4089,Medio,1,2026-04-15
XFC-02234,0.5917,Medio,1,2026-04-15
XFC-02235,0.9259,Crítico,1,2026-04-15
XFC-02236,0.9711,Crítico,1,2026-04-15
XFC-02237,0.6144,Alto,1,2026-04-15
XFC-02238,0.4353,Medio,1,2026-04-15
XFC-02239,0.7482,Alto,1,2026-04-15
XFC-02240,0.0089,Muy Bajo,0,2026-04-15
XFC-02241,0.4423,Medio,0,2026-04-15
XFC-02242,0.0093,Muy Bajo,0,2026-04-15
XFC-02243,0.8794,Crítico,1,2026-04-15
XFC-02244,0.2407,Bajo,0,2026-04-15
XFC-02245,0.9033,Crítico,1,2026-04-15
XFC-02246,0.7081,Alto,1,2026-04-15
XFC-02247,0.0856,Muy Bajo,0,2026-04-15
XFC-02248,0.8113,Crítico,0,2026-04-15
XFC-02249,0.7556,Alto,1,2026-04-15
XFC-02250,0.2935,Bajo,0,2026-04-15
XFC-02251,0.9154,Crítico,1,2026-04-15
XFC-02252,0.9163,Crítico,1,2026-04-15
XFC-02253,0.9518,Crítico,1,2026-04-15
XFC-02254,0.6895,Alto,1,2026-04-15
XFC-02255,0.9356,Crítico,1,2026-04-15
XFC-02256,0.0673,Muy Bajo,0,2026-04-15
XFC-02257,0.0275,Muy Bajo,0,2026-04-15
XFC-02258,0.9544,Crítico,1,2026-04-15
XFC-02259,0.8756,Crítico,1,2026-04-15
XFC-02260,0.0842,Muy Bajo,0,2026-04-15
XFC-02261,0.0481,Muy Bajo,0,2026-04-15
XFC-02262,0.1322,Muy Bajo,0,2026-04-15
XFC-02263,0.8413,Crítico,1,2026-04-15
XFC-02264,0.7745,Alto,1,2026-04-15
XFC-02265,0.2687,Bajo,0,2026-04-15
XFC-02266,0.159,Muy Bajo,0,2026-04-15
XFC-02267,0.9051,Crítico,1,2026-04-15
XFC-02268,0.9591,Crítico,1,2026-04-15
XFC-02269,0.9776,Crítico,1,2026-04-15
XFC-02270,0.0277,Muy Bajo,0,2026-04-15
XFC-02271,0.2357,Bajo,0,2026-04-15
XFC-02272,0.5414,Medio,1,2026-04-15
XFC-02273,0.8113,Crítico,1,2026-04-15
XFC-02274,0.277,Bajo,0,2026-04-15
XFC-02275,0.0095,Muy Bajo,0,2026-04-15
XFC-02276,0.111,Muy Bajo,0,2026-04-15
XFC-02277,0.1471,Muy Bajo,0,2026-04-15
XFC-02278,0.8561,Crítico,0,2026-04-15
XFC-02279,0.0088,Muy Bajo,0,2026-04-15
XFC-02280,0.0122,Muy Bajo,0,2026-04-15
XFC-02281,0.9457,Crítico,1,2026-04-15
XFC-02282,0.1257,Muy Bajo,0,2026-04-15
XFC-02283,0.0066,Muy Bajo,0,2026-04-15
XFC-02284,0.4131,Medio,1,2026-04-15
XFC-02285,0.8062,Crítico,1,2026-04-15
XFC-02286,0.9536,Crítico,1,2026-04-15
XFC-02287,0.0641,Muy Bajo,0,2026-04-15
XFC-02288,0.6354,Alto,1,2026-04-15
XFC-02289,0.5865,Medio,1,2026-04-15
XFC-02290,0.0612,Muy Bajo,0,2026-04-15
XFC-02291,0.0084,Muy Bajo,0,2026-04-15
XFC-02292,0.8543,Crítico,1,2026-04-15
XFC-02293,0.8808,Crítico,1,2026-04-15
XFC-02294,0.2805,Bajo,0,2026-04-15
XFC-02295,0.1161,Muy Bajo,0,2026-04-15
XFC-02296,0.3109,Bajo,0,2026-04-15
XFC-02297,0.0121,Muy Bajo,0,2026-04-15
XFC-02298,0.5247,Medio,0,2026-04-15
XFC-02299,0.8492,Crítico,1,2026-04-15
XFC-02300,0.9503,Crítico,1,2026-04-15
XFC-02301,0.9381,Crítico,1,2026-04-15
XFC-02302,0.1741,Muy Bajo,0,2026-04-15
XFC-02303,0.7221,Alto,0,2026-04-15
XFC-02304,0.6616,Alto,1,2026-04-15
XFC-02305,0.5127,Medio,1,2026-04-15
XFC-02306,0.0105,Muy Bajo,0,2026-04-15
XFC-02307,0.4047,Medio,1,2026-04-15
XFC-02308,0.9599,Crítico,1,2026-04-15
XFC-02309,0.7183,Alto,1,2026-04-15
XFC-02310,0.2465,Bajo,0,2026-04-15
XFC-02311,0.5289,Medio,1,2026-04-15
XFC-02312,0.4819,Medio,1,2026-04-15
XFC-02313,0.5706,Medio,1,2026-04-15
XFC-02314,0.0081,Muy Bajo,0,2026-04-15
XFC-02315,0.1193,Muy Bajo,0,2026-04-15
XFC-02316,0.0092,Muy Bajo,0,2026-04-15
XFC-02317,0.1683,Muy Bajo,0,2026-04-15
XFC-02318,0.1021,Muy Bajo,1,2026-04-15
XFC-02319,0.9492,Crítico,1,2026-04-15
XFC-02320,0.0099,Muy Bajo,0,2026-04-15
XFC-02321,0.7684,Alto,0,2026-04-15
XFC-02322,0.2051,Bajo,0,2026-04-15
XFC-02323,0.0072,Muy Bajo,0,2026-04-15
XFC-02324,0.4218,Medio,1,2026-04-15
XFC-02325,0.0068,Muy Bajo,0,2026-04-15
XFC-02326,0.1547,Muy Bajo,0,2026-04-15
XFC-02327,0.2652,Bajo,0,2026-04-15
XFC-02328,0.2554,Bajo,0,2026-04-15
XFC-02329,0.6485,Alto,1,2026-04-15
XFC-02330,0.8192,Crítico,1,2026-04-15
XFC-02331,0.1766,Muy Bajo,0,2026-04-15
XFC-02332,0.2433,Bajo,0,2026-04-15
XFC-02333,0.4399,Medio,0,2026-04-15
XFC-02334,0.2898,Bajo,0,2026-04-15
XFC-02335,0.0031,Muy Bajo,0,2026-04-15
XFC-02336,0.3179,Bajo,1,2026-04-15
XFC-02337,0.8121,Crítico,1,2026-04-15
XFC-02338,0.7652,Alto,1,2026-04-15
XFC-02339,0.011,Muy Bajo,0,2026-04-15
XFC-02340,0.7746,Alto,0,2026-04-15
XFC-02341,0.8915,Crítico,1,2026-04-15
XFC-02342,0.939,Crítico,1,2026-04-15
XFC-02343,0.8493,Crítico,1,2026-04-15
XFC-02344,0.8283,Crítico,1,2026-04-15
XFC-02345,0.8125,Crítico,1,2026-04-15
XFC-02346,0.1393,Muy Bajo,1,2026-04-15
XFC-02347,0.7417,Alto,1,2026-04-15
XFC-02348,0.1002,Muy Bajo,0,2026-04-15
XFC-02349,0.0096,Muy Bajo,0,2026-04-15
XFC-02350,0.6597,Alto,0,2026-04-15
XFC-02351,0.0088,Muy Bajo,0,2026-04-15
XFC-02352,0.2452,Bajo,0,2026-04-15
XFC-02353,0.8834,Crítico,1,2026-04-15
XFC-02354,0.3784,Bajo,0,2026-04-15
XFC-02355,0.9109,Crítico,1,2026-04-15
XFC-02356,0.9365,Crítico,1,2026-04-15
XFC-02357,0.1316,Muy Bajo,0,2026-04-15
XFC-02358,0.9486,Crítico,1,2026-04-15
XFC-02359,0.3974,Bajo,1,2026-04-15
XFC-02360,0.1613,Muy Bajo,0,2026-04-15
XFC-02361,0.2447,Bajo,0,2026-04-15
XFC-02362,0.3465,Bajo,0,2026-04-15
XFC-02363,0.6668,Alto,0,2026-04-15
XFC-02364,0.2327,Bajo,0,2026-04-15
XFC-02365,0.9397,Crítico,1,2026-04-15
XFC-02366,0.1005,Muy Bajo,0,2026-04-15
XFC-02367,0.7389,Alto,0,2026-04-15
XFC-02368,0.9193,Crítico,1,2026-04-15
XFC-02369,0.1426,Muy Bajo,0,2026-04-15
XFC-02370,0.393,Bajo,1,2026-04-15
XFC-02371,0.9733,Crítico,0,2026-04-15
XFC-02372,0.8629,Crítico,1,2026-04-15
XFC-02373,0.066,Muy Bajo,0,2026-04-15
XFC-02374,0.0405,Muy Bajo,0,2026-04-15
XFC-02375,0.5769,Medio,0,2026-04-15
XFC-02376,0.6959,Alto,1,2026-04-15
XFC-02377,0.4322,Medio,0,2026-04-15
XFC-02378,0.8294,Crítico,1,2026-04-15
XFC-02379,0.1121,Muy Bajo,0,2026-04-15
XFC-02380,0.6092,Alto,1,2026-04-15
XFC-02381,0.621,Alto,0,2026-04-15
XFC-02382,0.0089,Muy Bajo,0,2026-04-15
XFC-02383,0.2743,Bajo,0,2026-04-15
XFC-02384,0.9062,Crítico,1,2026-04-15
XFC-02385,0.0059,Muy Bajo,0,2026-04-15
XFC-02386,0.0267,Muy Bajo,0,2026-04-15
XFC-02387,0.3707,Bajo,0,2026-04-15
XFC-02388,0.1675,Muy Bajo,0,2026-04-15
XFC-02389,0.0889,Muy Bajo,0,2026-04-15
XFC-02390,0.0084,Muy Bajo,0,2026-04-15
XFC-02391,0.0061,Muy Bajo,0,2026-04-15
XFC-02392,0.8951,Crítico,1,2026-04-15
XFC-02393,0.9443,Crítico,1,2026-04-15
XFC-02394,0.007,Muy Bajo,0,2026-04-15
XFC-02395,0.2458,Bajo,0,2026-04-15
XFC-02396,0.8373,Crítico,1,2026-04-15
XFC-02397,0.9431,Crítico,1,2026-04-15
XFC-02398,0.8867,Crítico,1,2026-04-15
XFC-02399,0.1096,Muy Bajo,0,2026-04-15
XFC-02400,0.8472,Crítico,1,2026-04-15
XFC-02401,0.8029,Crítico,1,2026-04-15
XFC-02402,0.5505,Medio,0,2026-04-15
XFC-02403,0.6617,Alto,1,2026-04-15
XFC-02404,0.6375,Alto,1,2026-04-15
XFC-02405,0.1441,Muy Bajo,0,2026-04-15
XFC-02406,0.041,Muy Bajo,0,2026-04-15
XFC-02407,0.004,Muy Bajo,0,2026-04-15
XFC-02408,0.9399,Crítico,1,2026-04-15
XFC-02409,0.0908,Muy Bajo,0,2026-04-15
XFC-02410,0.3513,Bajo,0,2026-04-15
XFC-02411,0.7721,Alto,1,2026-04-15
XFC-02412,0.9296,Crítico,1,2026-04-15
XFC-02413,0.9304,Crítico,1,2026-04-15
XFC-02414,0.1233,Muy Bajo,0,2026-04-15
XFC-02415,0.4651,Medio,0,2026-04-15
XFC-02416,0.4706,Medio,1,2026-04-15
XFC-02417,0.9023,Crítico,1,2026-04-15
XFC-02418,0.007,Muy Bajo,0,2026-04-15
XFC-02419,0.8295,Crítico,1,2026-04-15
XFC-02420,0.6484,Alto,1,2026-04-15
XFC-02421,0.0268,Muy Bajo,0,2026-04-15
XFC-02422,0.083,Muy Bajo,0,2026-04-15
XFC-02423,0.918,Crítico,1,2026-04-15
XFC-02424,0.7374,Alto,1,2026-04-15
XFC-02425,0.0558,Muy Bajo,0,2026-04-15
XFC-02426,0.8877,Crítico,0,2026-04-15
XFC-02427,0.9367,Crítico,1,2026-04-15
XFC-02428,0.7502,Alto,1,2026-04-15
XFC-02429,0.6689,Alto,1,2026-04-15
XFC-02430,0.4568,Medio,0,2026-04-15
XFC-02431,0.6015,Alto,1,2026-04-15
XFC-02432,0.8211,Crítico,1,2026-04-15
XFC-02433,0.9606,Crítico,1,2026-04-15
XFC-02434,0.2122,Bajo,0,2026-04-15
XFC-02435,0.055,Muy Bajo,0,2026-04-15
XFC-02436,0.85,Crítico,1,2026-04-15
XFC-02437,0.823,Crítico,1,2026-04-15
XFC-02438,0.9657,Crítico,1,2026-04-15
XFC-02439,0.9539,Crítico,1,2026-04-15
XFC-02440,0.5834,Medio,0,2026-04-15
XFC-02441,0.1015,Muy Bajo,0,2026-04-15
XFC-02442,0.9131,Crítico,1,2026-04-15
XFC-02443,0.0432,Muy Bajo,0,2026-04-15
XFC-02444,0.4089,Medio,0,2026-04-15
XFC-02445,0.0403,Muy Bajo,0,2026-04-15
XFC-02446,0.216,Bajo,0,2026-04-15
XFC-02447,0.7936,Alto,1,2026-04-15
XFC-02448,0.5653,Medio,1,2026-04-15
XFC-02449,0.2752,Bajo,0,2026-04-15
XFC-02450,0.8358,Crítico,1,2026-04-15
XFC-02451,0.9436,Crítico,1,2026-04-15
XFC-02452,0.4398,Medio,1,2026-04-15
XFC-02453,0.1361,Muy Bajo,0,2026-04-15
XFC-02454,0.9312,Crítico,1,2026-04-15
XFC-02455,0.4603,Medio,0,2026-04-15
XFC-02456,0.1717,Muy Bajo,0,2026-04-15
XFC-02457,0.2773,Bajo,0,2026-04-15
XFC-02458,0.2178,Bajo,0,2026-04-15
XFC-02459,0.3991,Bajo,0,2026-04-15
XFC-02460,0.9222,Crítico,1,2026-04-15
XFC-02461,0.9453,Crítico,1,2026-04-15
XFC-02462,0.1036,Muy Bajo,0,2026-04-15
XFC-02463,0.0122,Muy Bajo,0,2026-04-15
XFC-02464,0.2876,Bajo,1,2026-04-15
XFC-02465,0.527,Medio,0,2026-04-15
XFC-02466,0.9309,Crítico,1,2026-04-15
XFC-02467,0.2157,Bajo,0,2026-04-15
XFC-02468,0.0074,Muy Bajo,0,2026-04-15
XFC-02469,0.8004,Crítico,1,2026-04-15
XFC-02470,0.9788,Crítico,1,2026-04-15
XFC-02471,0.1585,Muy Bajo,0,2026-04-15
XFC-02472,0.7503,Alto,1,2026-04-15
XFC-02473,0.9408,Crítico,1,2026-04-15
XFC-02474,0.768,Alto,1,2026-04-15
XFC-02475,0.1452,Muy Bajo,0,2026-04-15
XFC-02476,0.0437,Muy Bajo,0,2026-04-15
XFC-02477,0.8602,Crítico,1,2026-04-15
XFC-02478,0.3851,Bajo,0,2026-04-15
XFC-02479,0.7118,Alto,1,2026-04-15
XFC-02480,0.9083,Crítico,1,2026-04-15
XFC-02481,0.2614,Bajo,0,2026-04-15
XFC-02482,0.8928,Crítico,1,2026-04-15
XFC-02483,0.1603,Muy Bajo,0,2026-04-15
XFC-02484,0.9501,Crítico,1,2026-04-15
XFC-02485,0.6622,Alto,1,2026-04-15
XFC-02486,0.0479,Muy Bajo,0,2026-04-15
XFC-02487,0.0086,Muy Bajo,0,2026-04-15
XFC-02488,0.0452,Muy Bajo,0,2026-04-15
XFC-02489,0.857,Crítico,1,2026-04-15
XFC-02490,0.8582,Crítico,1,2026-04-15
XFC-02491,0.9571,Crítico,1,2026-04-15
XFC-02492,0.8581,Crítico,1,2026-04-15
XFC-02493,0.1808,Muy Bajo,0,2026-04-15
XFC-02494,0.2274,Bajo,0,2026-04-15
XFC-02495,0.723,Alto,1,2026-04-15
XFC-02496,0.3753,Bajo,0,2026-04-15
XFC-02497,0.9611,Crítico,1,2026-04-15
XFC-02498,0.1536,Muy Bajo,0,2026-04-15
XFC-02499,0.8303,Crítico,1,2026-04-15
XFC-02500,0.1446,Muy Bajo,0,2026-04-15
XFC-02501,0.8895,Crítico,1,2026-04-15
XFC-02502,0.3327,Bajo,0,2026-04-15
XFC-02503,0.7749,Alto,1,2026-04-15
XFC-02504,0.8703,Crítico,1,2026-04-15
XFC-02505,0.8609,Crítico,1,2026-04-15
XFC-02506,0.9528,Crítico,1,2026-04-15
XFC-02507,0.8186,Crítico,1,2026-04-15
XFC-02508,0.6552,Alto,0,2026-04-15
XFC-02509,0.5224,Medio,1,2026-04-15
XFC-02510,0.4759,Medio,1,2026-04-15
XFC-02511,0.6109,Alto,1,2026-04-15
XFC-02512,0.5195,Medio,1,2026-04-15
XFC-02513,0.008,Muy Bajo,0,2026-04-15
XFC-02514,0.7973,Alto,1,2026-04-15
XFC-02515,0.1082,Muy Bajo,0,2026-04-15
XFC-02516,0.6287,Alto,0,2026-04-15
XFC-02517,0.8451,Crítico,1,2026-04-15
XFC-02518,0.1635,Muy Bajo,0,2026-04-15
XFC-02519,0.7056,Alto,1,2026-04-15
XFC-02520,0.9631,Crítico,1,2026-04-15
XFC-02521,0.1757,Muy Bajo,0,2026-04-15
XFC-02522,0.8953,Crítico,1,2026-04-15
XFC-02523,0.9412,Crítico,1,2026-04-15
XFC-02524,0.7552,Alto,1,2026-04-15
XFC-02525,0.0995,Muy Bajo,0,2026-04-15
XFC-02526,0.9296,Crítico,1,2026-04-15
XFC-02527,0.5551,Medio,1,2026-04-15
XFC-02528,0.8766,Crítico,1,2026-04-15
XFC-02529,0.1065,Muy Bajo,0,2026-04-15
XFC-02530,0.7573,Alto,1,2026-04-15
XFC-02531,0.2137,Bajo,0,2026-04-15
XFC-02532,0.2629,Bajo,1,2026-04-15
XFC-02533,0.0341,Muy Bajo,0,2026-04-15
XFC-02534,0.6806,Alto,1,2026-04-15
XFC-02535,0.0996,Muy Bajo,1,2026-04-15
XFC-02536,0.9279,Crítico,1,2026-04-15
XFC-02537,0.8936,Crítico,1,2026-04-15
XFC-02538,0.2964,Bajo,0,2026-04-15
XFC-02539,0.6904,Alto,1,2026-04-15
XFC-02540,0.6027,Alto,1,2026-04-15
XFC-02541,0.1834,Muy Bajo,0,2026-04-15
XFC-02542,0.3018,Bajo,0,2026-04-15
XFC-02543,0.7698,Alto,1,2026-04-15
XFC-02544,0.304,Bajo,0,2026-04-15
XFC-02545,0.1088,Muy Bajo,0,2026-04-15
XFC-02546,0.6556,Alto,1,2026-04-15
XFC-02547,0.321,Bajo,0,2026-04-15
XFC-02548,0.1282,Muy Bajo,0,2026-04-15
XFC-02549,0.8248,Crítico,1,2026-04-15
XFC-02550,0.3114,Bajo,0,2026-04-15
XFC-02551,0.811,Crítico,1,2026-04-15
XFC-02552,0.0513,Muy Bajo,0,2026-04-15
XFC-02553,0.7835,Alto,1,2026-04-15
XFC-02554,0.1385,Muy Bajo,0,2026-04-15
XFC-02555,0.1895,Muy Bajo,0,2026-04-15
XFC-02556,0.323,Bajo,0,2026-04-15
XFC-02557,0.1818,Muy Bajo,0,2026-04-15
XFC-02558,0.8528,Crítico,1,2026-04-15
XFC-02559,0.8724,Crítico,1,2026-04-15
XFC-02560,0.8532,Crítico,1,2026-04-15
XFC-02561,0.7122,Alto,1,2026-04-15
XFC-02562,0.3287,Bajo,1,2026-04-15
XFC-02563,0.9316,Crítico,1,2026-04-15
XFC-02564,0.7152,Alto,0,2026-04-15
XFC-02565,0.9384,Crítico,1,2026-04-15
XFC-02566,0.1911,Muy Bajo,0,2026-04-15
XFC-02567,0.6926,Alto,0,2026-04-15
XFC-02568,0.5611,Medio,1,2026-04-15
XFC-02569,0.7018,Alto,1,2026-04-15
XFC-02570,0.7981,Alto,1,2026-04-15
XFC-02571,0.9518,Crítico,1,2026-04-15
XFC-02572,0.9438,Crítico,1,2026-04-15
XFC-02573,0.0368,Muy Bajo,0,2026-04-15
XFC-02574,0.9267,Crítico,1,2026-04-15
XFC-02575,0.8694,Crítico,1,2026-04-15
XFC-02576,0.8257,Crítico,1,2026-04-15
XFC-02577,0.5335,Medio,0,2026-04-15
XFC-02578,0.7583,Alto,1,2026-04-15
XFC-02579,0.8119,Crítico,1,2026-04-15
XFC-02580,0.4724,Medio,0,2026-04-15
XFC-02581,0.1508,Muy Bajo,0,2026-04-15
XFC-02582,0.7135,Alto,1,2026-04-15
XFC-02583,0.0076,Muy Bajo,0,2026-04-15
XFC-02584,0.3913,Bajo,0,2026-04-15
XFC-02585,0.804,Crítico,1,2026-04-15
XFC-02586,0.0127,Muy Bajo,0,2026-04-15
XFC-02587,0.0149,Muy Bajo,0,2026-04-15
XFC-02588,0.1879,Muy Bajo,0,2026-04-15
XFC-02589,0.9226,Crítico,1,2026-04-15
XFC-02590,0.8853,Crítico,1,2026-04-15
XFC-02591,0.6462,Alto,1,2026-04-15
XFC-02592,0.1657,Muy Bajo,0,2026-04-15
XFC-02593,0.9176,Crítico,1,2026-04-15
XFC-02594,0.1586,Muy Bajo,0,2026-04-15
XFC-02595,0.1024,Muy Bajo,0,2026-04-15
XFC-02596,0.6181,Alto,1,2026-04-15
XFC-02597,0.0104,Muy Bajo,0,2026-04-15
XFC-02598,0.0064,Muy Bajo,0,2026-04-15
XFC-02599,0.162,Muy Bajo,0,2026-04-15
XFC-02600,0.3454,Bajo,1,2026-04-15
XFC-02601,0.6666,Alto,0,2026-04-15
XFC-02602,0.7781,Alto,1,2026-04-15
XFC-02603,0.0383,Muy Bajo,0,2026-04-15
XFC-02604,0.1212,Muy Bajo,1,2026-04-15
XFC-02605,0.8878,Crítico,1,2026-04-15
XFC-02606,0.0489,Muy Bajo,0,2026-04-15
XFC-02607,0.0089,Muy Bajo,0,2026-04-15
XFC-02608,0.1983,Muy Bajo,0,2026-04-15
XFC-02609,0.007,Muy Bajo,0,2026-04-15
XFC-02610,0.4528,Medio,1,2026-04-15
XFC-02611,0.7727,Alto,1,2026-04-15
XFC-02612,0.4236,Medio,1,2026-04-15
XFC-02613,0.2979,Bajo,0,2026-04-15
XFC-02614,0.6905,Alto,1,2026-04-15
XFC-02615,0.6889,Alto,1,2026-04-15
XFC-02616,0.6318,Alto,1,2026-04-15
XFC-02617,0.8037,Crítico,1,2026-04-15
XFC-02618,0.9158,Crítico,1,2026-04-15
XFC-02619,0.1401,Muy Bajo,0,2026-04-15
XFC-02620,0.0811,Muy Bajo,0,2026-04-15
XFC-02621,0.9338,Crítico,1,2026-04-15
XFC-02622,0.5416,Medio,0,2026-04-15
XFC-02623,0.9514,Crítico,1,2026-04-15
XFC-02624,0.6798,Alto,1,2026-04-15
XFC-02625,0.6971,Alto,1,2026-04-15
XFC-02626,0.8313,Crítico,1,2026-04-15
XFC-02627,0.3166,Bajo,0,2026-04-15
XFC-02628,0.9017,Crítico,1,2026-04-15
XFC-02629,0.9406,Crítico,1,2026-04-15
XFC-02630,0.1597,Muy Bajo,0,2026-04-15
XFC-02631,0.007,Muy Bajo,0,2026-04-15
XFC-02632,0.7622,Alto,1,2026-04-15
XFC-02633,0.7268,Alto,1,2026-04-15
XFC-02634,0.9617,Crítico,1,2026-04-15
XFC-02635,0.9207,Crítico,1,2026-04-15
XFC-02636,0.914,Crítico,1,2026-04-15
XFC-02637,0.9408,Crítico,1,2026-04-15
XFC-02638,0.8923,Crítico,1,2026-04-15
XFC-02639,0.9016,Crítico,1,2026-04-15
XFC-02640,0.9066,Crítico,1,2026-04-15
XFC-02641,0.7908,Alto,1,2026-04-15
XFC-02642,0.1026,Muy Bajo,0,2026-04-15
XFC-02643,0.0718,Muy Bajo,0,2026-04-15
XFC-02644,0.894,Crítico,1,2026-04-15
XFC-02645,0.0584,Muy Bajo,0,2026-04-15
XFC-02646,0.1284,Muy Bajo,0,2026-04-15
XFC-02647,0.0086,Muy Bajo,0,2026-04-15
XFC-02648,0.8079,Crítico,1,2026-04-15
XFC-02649,0.5833,Medio,1,2026-04-15
