customer_id,probabilidad_churn,riesgo_churn,segmento,es_cronico,indice_priorizacion,categoria_valor,tipo_respuesta,accion_recomendada,descuento_pct,canal_contacto,prioridad_accion,justificacion,fecha_generacion,costo_estimado_dop
XFC-02070,0.7836,Alto,Estándar Presencial,False,16.09,Valor Bajo,Persuadible,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-02071,0.0074,Muy Bajo,Frecuente Digital,False,20.14,Valor Bajo,Persuadible,Sin acción,0,Ninguno,Monitoreo,Cliente estable,2026-04-15,0.0
XFC-02072,0.116,Muy Bajo,Crónico Alto Valor,True,57.57,Alto Valor,Persuadible,Sin acción,0,Ninguno,Monitoreo,Cliente estable,2026-04-15,0.0
XFC-02073,0.0524,Muy Bajo,Crónico Alto Valor,True,45.23,Valor Medio,Sure Thing,Sin acción,0,Ninguno,Monitoreo,Cliente estable,2026-04-15,0.0
XFC-02074,0.7686,Alto,Estándar Presencial,False,24.86,Valor Bajo,Sure Thing,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-02075,0.7681,Alto,Esporádico / Inactivo,False,16.82,Valor Bajo,Lost Cause,Email reactivación,5,Email,Baja,Esporádico alto riesgo,2026-04-15,25.0
XFC-02076,0.3299,Bajo,Esporádico / Inactivo,False,19.61,Valor Bajo,Lost Cause,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-02077,0.2189,Bajo,Crónico en Riesgo,True,35.97,Valor Medio,Persuadible,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-02078,0.6822,Alto,Estándar Presencial,False,15.96,Valor Bajo,Persuadible,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-02079,0.6966,Alto,Estándar Presencial,False,20.32,Valor Bajo,Lost Cause,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-02080,0.1049,Muy Bajo,Crónico en Riesgo,True,41.49,Valor Medio,Lost Cause,Sin acción,0,Ninguno,Monitoreo,Cliente estable,2026-04-15,0.0
XFC-02081,0.2747,Bajo,Crónico en Riesgo,True,34.81,Valor Bajo,Lost Cause,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-02082,0.9129,Crítico,Estándar Presencial,False,18.06,Valor Bajo,Persuadible,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-02083,0.5194,Medio,Estándar Presencial,False,20.81,Valor Bajo,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-02084,0.8885,Crítico,Esporádico / Inactivo,False,18.74,Valor Bajo,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-02085,0.2321,Bajo,Esporádico / Inactivo,False,22.63,Valor Bajo,Lost Cause,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-02086,0.9448,Crítico,Esporádico / Inactivo,False,15.27,Valor Bajo,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-02087,0.1313,Muy Bajo,Crónico en Riesgo,True,39.96,Valor Medio,Lost Cause,Sin acción,0,Ninguno,Monitoreo,Cliente estable,2026-04-15,0.0
XFC-02088,0.0553,Muy Bajo,Crónico Alto Valor,True,45.34,Valor Medio,Lost Cause,Sin acción,0,Ninguno,Monitoreo,Cliente estable,2026-04-15,0.0
XFC-02089,0.5486,Medio,Esporádico / Inactivo,False,16.52,Valor Bajo,Lost Cause,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-02090,0.6079,Alto,Esporádico / Inactivo,False,26.31,Valor Bajo,Persuadible,Email reactivación,5,Email,Baja,Esporádico alto riesgo,2026-04-15,25.0
XFC-02091,0.6085,Alto,Esporádico / Inactivo,False,17.54,Valor Bajo,Sure Thing,Email reactivación,5,Email,Baja,Esporádico alto riesgo,2026-04-15,25.0
XFC-02092,0.2548,Bajo,Crónico en Riesgo,True,33.56,Valor Bajo,Sure Thing,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-02093,0.9084,Crítico,Esporádico / Inactivo,False,15.41,Valor Bajo,Persuadible,Email reactivación,5,Email,Baja,Esporádico alto riesgo,2026-04-15,25.0
XFC-02094,0.3705,Bajo,Estándar Presencial,False,24.97,Valor Bajo,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-02095,0.1267,Muy Bajo,Crónico en Riesgo,True,32.11,Valor Bajo,Persuadible,Sin acción,0,Ninguno,Monitoreo,Cliente estable,2026-04-15,0.0
XFC-02096,0.0067,Muy Bajo,Frecuente Digital,False,15.07,Valor Bajo,Lost Cause,Sin acción,0,Ninguno,Monitoreo,Cliente estable,2026-04-15,0.0
XFC-02097,0.9363,Crítico,Estándar Presencial,False,15.33,Valor Bajo,Persuadible,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-02098,0.926,Crítico,Estándar Presencial,False,18.07,Valor Bajo,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-02099,0.1752,Muy Bajo,Crónico Alto Valor,True,39.33,Valor Medio,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-02100,0.0896,Muy Bajo,Crónico Alto Valor,True,50.51,Valor Medio,Persuadible,Sin acción,0,Ninguno,Monitoreo,Cliente estable,2026-04-15,0.0
XFC-02101,0.6172,Alto,Estándar Presencial,False,16.62,Valor Bajo,Persuadible,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-02102,0.9264,Crítico,Frecuente Digital,False,15.2,Valor Bajo,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-02103,0.6555,Alto,Esporádico / Inactivo,False,17.86,Valor Bajo,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-02104,0.1435,Muy Bajo,Crónico en Riesgo,True,43.63,Valor Medio,Persuadible,Sin acción,0,Ninguno,Monitoreo,Cliente estable,2026-04-15,0.0
XFC-02105,0.133,Muy Bajo,Crónico en Riesgo,True,44.39,Valor Medio,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-02106,0.1625,Muy Bajo,Crónico en Riesgo,True,45.05,Valor Medio,Persuadible,Sin acción,0,Ninguno,Monitoreo,Cliente estable,2026-04-15,0.0
XFC-02107,0.2544,Bajo,Crónico en Riesgo,True,37.3,Valor Medio,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-02108,0.4203,Medio,Esporádico / Inactivo,False,15.96,Valor Bajo,Persuadible,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-02109,0.5775,Medio,Estándar Presencial,False,18.56,Valor Bajo,Lost Cause,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-02110,0.0713,Muy Bajo,Crónico Alto Valor,True,51.3,Valor Medio,Persuadible,Sin acción,0,Ninguno,Monitoreo,Cliente estable,2026-04-15,0.0
XFC-02111,0.9023,Crítico,Estándar Presencial,False,25.31,Valor Bajo,Lost Cause,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-02112,0.1901,Muy Bajo,Crónico en Riesgo,True,37.07,Valor Medio,Lost Cause,Sin acción,0,Ninguno,Monitoreo,Cliente estable,2026-04-15,0.0
XFC-02113,0.6025,Alto,Estándar Presencial,False,21.99,Valor Bajo,Sure Thing,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-02114,0.8448,Crítico,Estándar Presencial,False,16.58,Valor Bajo,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-02115,0.194,Muy Bajo,Crónico en Riesgo,True,23.98,Valor Bajo,Persuadible,Sin acción,0,Ninguno,Monitoreo,Cliente estable,2026-04-15,0.0
XFC-02116,0.9065,Crítico,Estándar Presencial,False,23.1,Valor Bajo,Lost Cause,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-02117,0.1388,Muy Bajo,Crónico Alto Valor,True,46.94,Valor Medio,Lost Cause,Sin acción,0,Ninguno,Monitoreo,Cliente estable,2026-04-15,0.0
XFC-02118,0.4297,Medio,Crónico Alto Valor,True,47.94,Valor Medio,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-02119,0.831,Crítico,Estándar Presencial,False,16.15,Valor Bajo,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-02120,0.8031,Crítico,Estándar Presencial,False,15.95,Valor Bajo,Lost Cause,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-02121,0.0082,Muy Bajo,Frecuente Digital,False,15.03,Valor Bajo,Persuadible,Sin acción,0,Ninguno,Monitoreo,Cliente estable,2026-04-15,0.0
XFC-02122,0.1309,Muy Bajo,Crónico en Riesgo,True,36.79,Valor Medio,Persuadible,Sin acción,0,Ninguno,Monitoreo,Cliente estable,2026-04-15,0.0
XFC-02123,0.0747,Muy Bajo,Crónico Alto Valor,True,43.25,Valor Medio,Lost Cause,Sin acción,0,Ninguno,Monitoreo,Cliente estable,2026-04-15,0.0
XFC-02124,0.6195,Alto,Estándar Presencial,False,17.51,Valor Bajo,Lost Cause,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-02125,0.0834,Muy Bajo,Crónico en Riesgo,True,38.75,Valor Medio,Sure Thing,Sin acción,0,Ninguno,Monitoreo,Cliente estable,2026-04-15,0.0
XFC-02126,0.7211,Alto,Estándar Presencial,False,17.33,Valor Bajo,Persuadible,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-02127,0.0066,Muy Bajo,Frecuente Digital,False,17.6,Valor Bajo,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-02128,0.9569,Crítico,Esporádico / Inactivo,False,15.35,Valor Bajo,Persuadible,Email reactivación,5,Email,Baja,Esporádico alto riesgo,2026-04-15,25.0
XFC-02129,0.3184,Bajo,Estándar Presencial,False,18.86,Valor Bajo,Persuadible,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-02130,0.3932,Bajo,Estándar Presencial,False,19.87,Valor Bajo,Persuadible,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-02131,0.9702,Crítico,Estándar Presencial,False,20.81,Valor Bajo,Persuadible,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-02132,0.2346,Bajo,Estándar Presencial,False,21.34,Valor Bajo,Sure Thing,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-02133,0.0773,Muy Bajo,Crónico Alto Valor,True,46.82,Valor Medio,Persuadible,Sin acción,0,Ninguno,Monitoreo,Cliente estable,2026-04-15,0.0
XFC-02134,0.9184,Crítico,Estándar Presencial,False,18.32,Valor Bajo,Persuadible,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-02135,0.3466,Bajo,Esporádico / Inactivo,False,17.49,Valor Bajo,Lost Cause,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-02136,0.9479,Crítico,Frecuente Digital,False,15.29,Valor Bajo,Lost Cause,Puntos bonus+Oferta,8,App Push,Alta,Frecuente en fuga,2026-04-15,40.0
XFC-02137,0.006,Muy Bajo,Frecuente Digital,True,3.74,En Riesgo,Sure Thing,Sin acción,0,Ninguno,Monitoreo,Cliente estable,2026-04-15,0.0
XFC-02138,0.104,Muy Bajo,Crónico Alto Valor,True,65.88,Alto Valor,Persuadible,Sin acción,0,Ninguno,Monitoreo,Cliente estable,2026-04-15,0.0
XFC-02139,0.8317,Crítico,Estándar Presencial,False,21.18,Valor Bajo,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-02140,0.009,Muy Bajo,Frecuente Digital,False,15.1,Valor Bajo,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-02141,0.8324,Crítico,Esporádico / Inactivo,False,21.35,Valor Bajo,Sure Thing,Email reactivación,5,Email,Baja,Esporádico alto riesgo,2026-04-15,25.0
XFC-02142,0.7161,Alto,Esporádico / Inactivo,False,17.05,Valor Bajo,Sure Thing,Email reactivación,5,Email,Baja,Esporádico alto riesgo,2026-04-15,25.0
XFC-02143,0.6246,Alto,Estándar Presencial,False,16.35,Valor Bajo,Sure Thing,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-02144,0.9431,Crítico,Estándar Presencial,False,15.22,Valor Bajo,Sure Thing,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-02145,0.825,Crítico,Estándar Presencial,False,15.68,Valor Bajo,Lost Cause,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-02146,0.1115,Muy Bajo,Crónico Alto Valor,True,42.95,Valor Medio,Persuadible,Sin acción,0,Ninguno,Monitoreo,Cliente estable,2026-04-15,0.0
XFC-02147,0.1111,Muy Bajo,Crónico en Riesgo,True,41.85,Valor Medio,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-02148,0.7013,Alto,Esporádico / Inactivo,False,17.74,Valor Bajo,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-02149,0.7285,Alto,Esporádico / Inactivo,False,16.22,Valor Bajo,Lost Cause,Email reactivación,5,Email,Baja,Esporádico alto riesgo,2026-04-15,25.0
XFC-02150,0.8745,Crítico,Frecuente Digital,False,15.3,Valor Bajo,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-02151,0.2574,Bajo,Estándar Presencial,False,22.34,Valor Bajo,Lost Cause,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-02152,0.6593,Alto,Estándar Presencial,False,19.08,Valor Bajo,Persuadible,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-02153,0.4968,Medio,Crónico en Riesgo,True,32.2,Valor Bajo,Sure Thing,Recordatorio receta,7,SMS,Media,Crónico riesgo moderado,2026-04-15,35.0
XFC-02154,0.5925,Medio,Esporádico / Inactivo,False,21.32,Valor Bajo,Sure Thing,Email reactivación,5,Email,Baja,Esporádico alto riesgo,2026-04-15,25.0
XFC-02155,0.4949,Medio,Esporádico / Inactivo,False,27.86,Valor Bajo,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-02156,0.0936,Muy Bajo,Crónico Alto Valor,True,44.66,Valor Medio,Lost Cause,Sin acción,0,Ninguno,Monitoreo,Cliente estable,2026-04-15,0.0
XFC-02157,0.013,Muy Bajo,Crónico Alto Valor,True,56.78,Alto Valor,Lost Cause,Sin acción,0,Ninguno,Monitoreo,Cliente estable,2026-04-15,0.0
XFC-02158,0.9161,Crítico,Estándar Presencial,False,15.43,Valor Bajo,Lost Cause,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-02159,0.0054,Muy Bajo,Frecuente Digital,False,15.0,En Riesgo,Persuadible,Sin acción,0,Ninguno,Monitoreo,Cliente estable,2026-04-15,0.0
XFC-02160,0.0369,Muy Bajo,Crónico Alto Valor,True,65.42,Alto Valor,Persuadible,Sin acción,0,Ninguno,Monitoreo,Cliente estable,2026-04-15,0.0
XFC-02161,0.1416,Muy Bajo,Crónico Alto Valor,True,40.87,Valor Medio,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-02162,0.0067,Muy Bajo,Frecuente Digital,False,15.05,Valor Bajo,Sure Thing,Sin acción,0,Ninguno,Monitoreo,Cliente estable,2026-04-15,0.0
XFC-02163,0.0752,Muy Bajo,Crónico Alto Valor,True,42.87,Valor Medio,Persuadible,Sin acción,0,Ninguno,Monitoreo,Cliente estable,2026-04-15,0.0
XFC-02164,0.5854,Medio,Crónico en Riesgo,True,44.96,Valor Medio,Persuadible,Recordatorio+Descuento,10,WhatsApp,Alta,Crónico con riesgo de abandono,2026-04-15,50.0
XFC-02165,0.0882,Muy Bajo,Crónico en Riesgo,True,44.59,Valor Medio,Persuadible,Sin acción,0,Ninguno,Monitoreo,Cliente estable,2026-04-15,0.0
XFC-02166,0.8362,Crítico,Estándar Presencial,False,15.73,Valor Bajo,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-02167,0.4479,Medio,Estándar Presencial,False,16.73,Valor Bajo,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-02168,0.9216,Crítico,Estándar Presencial,False,15.25,Valor Bajo,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-02169,0.4319,Medio,Esporádico / Inactivo,False,19.12,Valor Bajo,Lost Cause,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-02170,0.125,Muy Bajo,Crónico Alto Valor,True,36.92,Valor Medio,Persuadible,Sin acción,0,Ninguno,Monitoreo,Cliente estable,2026-04-15,0.0
XFC-02171,0.234,Bajo,Crónico en Riesgo,True,39.75,Valor Medio,Persuadible,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-02172,0.8284,Crítico,Estándar Presencial,False,17.43,Valor Bajo,Lost Cause,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-02173,0.7724,Alto,Esporádico / Inactivo,False,21.86,Valor Bajo,Lost Cause,Email reactivación,5,Email,Baja,Esporádico alto riesgo,2026-04-15,25.0
XFC-02174,0.3276,Bajo,Crónico en Riesgo,True,34.19,Valor Bajo,Sure Thing,Recordatorio receta,7,SMS,Media,Crónico riesgo moderado,2026-04-15,35.0
XFC-02175,0.9217,Crítico,Estándar Presencial,False,15.21,Valor Bajo,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-02176,0.8792,Crítico,Esporádico / Inactivo,False,15.2,Valor Bajo,Persuadible,Email reactivación,5,Email,Baja,Esporádico alto riesgo,2026-04-15,25.0
XFC-02177,0.0776,Muy Bajo,Crónico en Riesgo,True,44.14,Valor Medio,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-02178,0.8509,Crítico,Esporádico / Inactivo,False,27.02,Valor Bajo,Sure Thing,Email reactivación,5,Email,Baja,Esporádico alto riesgo,2026-04-15,25.0
XFC-02179,0.6644,Alto,Estándar Presencial,False,17.67,Valor Bajo,Persuadible,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-02180,0.8221,Crítico,Estándar Presencial,False,20.79,Valor Bajo,Sure Thing,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-02181,0.7282,Alto,Esporádico / Inactivo,False,19.34,Valor Bajo,Lost Cause,Email reactivación,5,Email,Baja,Esporádico alto riesgo,2026-04-15,25.0
XFC-02182,0.7816,Alto,Esporádico / Inactivo,False,17.41,Valor Bajo,Lost Cause,Email reactivación,5,Email,Baja,Esporádico alto riesgo,2026-04-15,25.0
XFC-02183,0.0413,Muy Bajo,Crónico Alto Valor,True,45.55,Valor Medio,Lost Cause,Sin acción,0,Ninguno,Monitoreo,Cliente estable,2026-04-15,0.0
XFC-02184,0.0082,Muy Bajo,Frecuente Digital,True,5.92,En Riesgo,Persuadible,Sin acción,0,Ninguno,Monitoreo,Cliente estable,2026-04-15,0.0
XFC-02185,0.8235,Crítico,Esporádico / Inactivo,False,18.5,Valor Bajo,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-02186,0.7282,Alto,Estándar Presencial,False,17.33,Valor Bajo,Persuadible,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-02187,0.1214,Muy Bajo,Crónico Alto Valor,True,47.69,Valor Medio,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-02188,0.7776,Alto,Estándar Presencial,False,21.65,Valor Bajo,Lost Cause,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-02189,0.0527,Muy Bajo,Crónico Alto Valor,True,47.55,Valor Medio,Lost Cause,Sin acción,0,Ninguno,Monitoreo,Cliente estable,2026-04-15,0.0
XFC-02190,0.6993,Alto,Estándar Presencial,False,17.18,Valor Bajo,Persuadible,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-02191,0.8419,Crítico,Esporádico / Inactivo,False,23.06,Valor Bajo,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-02192,0.0075,Muy Bajo,Frecuente Digital,False,20.04,Valor Bajo,Persuadible,Sin acción,0,Ninguno,Monitoreo,Cliente estable,2026-04-15,0.0
XFC-02193,0.2011,Bajo,Crónico en Riesgo,True,37.75,Valor Medio,Persuadible,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-02194,0.1917,Muy Bajo,Crónico Alto Valor,True,47.72,Valor Medio,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-02195,0.3553,Bajo,Esporádico / Inactivo,False,18.08,Valor Bajo,Sure Thing,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-02196,0.8177,Crítico,Esporádico / Inactivo,False,21.03,Valor Bajo,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-02197,0.6035,Alto,Crónico en Riesgo,True,37.45,Valor Medio,Persuadible,Recordatorio+Descuento,10,WhatsApp,Alta,Crónico con riesgo de abandono,2026-04-15,50.0
XFC-02198,0.245,Bajo,Crónico en Riesgo,True,37.84,Valor Medio,Sure Thing,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-02199,0.0063,Muy Bajo,Frecuente Digital,False,15.05,Valor Bajo,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-02200,0.838,Crítico,Esporádico / Inactivo,False,16.44,Valor Bajo,Persuadible,Email reactivación,5,Email,Baja,Esporádico alto riesgo,2026-04-15,25.0
XFC-02201,0.0403,Muy Bajo,Crónico en Riesgo,True,36.93,Valor Medio,Persuadible,Sin acción,0,Ninguno,Monitoreo,Cliente estable,2026-04-15,0.0
XFC-02202,0.399,Bajo,Crónico en Riesgo,True,36.49,Valor Medio,Lost Cause,Recordatorio receta,7,SMS,Media,Crónico riesgo moderado,2026-04-15,35.0
XFC-02203,0.6872,Alto,Esporádico / Inactivo,False,18.56,Valor Bajo,Persuadible,Email reactivación,5,Email,Baja,Esporádico alto riesgo,2026-04-15,25.0
XFC-02204,0.0317,Muy Bajo,Crónico Alto Valor,True,63.49,Alto Valor,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-02205,0.697,Alto,Esporádico / Inactivo,False,17.57,Valor Bajo,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-02206,0.9102,Crítico,Estándar Presencial,False,22.73,Valor Bajo,Persuadible,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-02207,0.0072,Muy Bajo,Frecuente Digital,False,15.01,Valor Bajo,Persuadible,Sin acción,0,Ninguno,Monitoreo,Cliente estable,2026-04-15,0.0
XFC-02208,0.4496,Medio,Crónico Alto Valor,True,46.79,Valor Medio,Sure Thing,Recordatorio receta,7,SMS,Media,Crónico riesgo moderado,2026-04-15,35.0
XFC-02209,0.8756,Crítico,Estándar Presencial,False,15.78,Valor Bajo,Lost Cause,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-02210,0.3204,Bajo,Esporádico / Inactivo,False,16.19,Valor Bajo,Lost Cause,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-02211,0.0073,Muy Bajo,Frecuente Digital,False,15.02,Valor Bajo,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-02212,0.2087,Bajo,Crónico en Riesgo,True,42.56,Valor Medio,Persuadible,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-02213,0.0067,Muy Bajo,Frecuente Digital,False,15.17,Valor Bajo,Persuadible,Sin acción,0,Ninguno,Monitoreo,Cliente estable,2026-04-15,0.0
XFC-02214,0.1937,Muy Bajo,Crónico en Riesgo,True,40.79,Valor Medio,Lost Cause,Sin acción,0,Ninguno,Monitoreo,Cliente estable,2026-04-15,0.0
XFC-02215,0.5575,Medio,Estándar Presencial,False,16.15,Valor Bajo,Lost Cause,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-02216,0.906,Crítico,Esporádico / Inactivo,False,18.52,Valor Bajo,Sure Thing,Email reactivación,5,Email,Baja,Esporádico alto riesgo,2026-04-15,25.0
XFC-02217,0.8914,Crítico,Estándar Presencial,False,17.94,Valor Bajo,Lost Cause,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-02218,0.2048,Bajo,Crónico en Riesgo,True,35.58,Valor Medio,Lost Cause,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-02219,0.2988,Bajo,Crónico en Riesgo,True,37.11,Valor Medio,Persuadible,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-02220,0.4649,Medio,Esporádico / Inactivo,False,20.27,Valor Bajo,Lost Cause,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-02221,0.0088,Muy Bajo,Frecuente Digital,True,0.44,En Riesgo,Lost Cause,Sin acción,0,Ninguno,Monitoreo,Cliente estable,2026-04-15,0.0
XFC-02222,0.1116,Muy Bajo,Crónico Alto Valor,True,54.13,Valor Medio,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-02223,0.006,Muy Bajo,Frecuente Digital,False,15.2,Valor Bajo,Persuadible,Sin acción,0,Ninguno,Monitoreo,Cliente estable,2026-04-15,0.0
XFC-02224,0.7994,Alto,Estándar Presencial,False,21.61,Valor Bajo,Lost Cause,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
XFC-02225,0.8961,Crítico,Frecuente Digital,False,17.65,Valor Bajo,Sleeping Dog,No contactar,0,Ninguno,Baja,Empeora con contacto,2026-04-15,0.0
XFC-02226,0.1345,Muy Bajo,Crónico Alto Valor,True,36.74,Valor Medio,Persuadible,Sin acción,0,Ninguno,Monitoreo,Cliente estable,2026-04-15,0.0
XFC-02227,0.5989,Medio,Crónico Alto Valor,True,40.77,Valor Medio,Persuadible,Recordatorio+Descuento,10,WhatsApp,Alta,Crónico con riesgo de abandono,2026-04-15,50.0
XFC-02228,0.6533,Alto,Estándar Presencial,False,18.93,Valor Bajo,Lost Cause,Comunicación estándar,3,Email,Baja,Riesgo moderado,2026-04-15,15.0
